,기업,기사발행일,기사제목,뉴스기사본문전처리,기사본문번역
38,(주)헬릭스미스,2020.08.03. 오전 10:17,"[특징주] 헬릭스미스, 장초반 약세… 2.96%↓",사진헬릭스미스헬릭스미스 주가가 장 초반 약세다.일 오전 시분 기준 헬릭스미스는 전 거래일보다 . 하락한 만원에 거래되고 있다.헬릭스미스는 년 서울대 학내 벤처로 설립돼 년 코스닥시장에 상장하고 년 바이로메드에서 헬릭스미스로 사명을 변경했다.헬릭스미스는 플라스미드  플랫폼을 이용한 유전자치료제를 개발하는 바이오신약 사업과 천연소재의 약효를 검증하는 천연물신약 사업을 영위하고 있다.윤경진 기자 .. 고수들의 재테크 비법 영상거품 뺀 솔직 시승기  코로나 속보저작권자  성공을 꿈꾸는 사람들의 경제 뉴스 머니 무단전재 및 재배포 금지,"Shares of Photo Helixmith Helixmith are weak at the beginning of the market.As of 1 AM, Helixmith is trading at 10,000 won, down from the previous trading day.Helixmith was established as an in-school venture at Seoul National University in the year, listed on the KOSDAQ market in the year, and changed its name from Byromed to Helixmith in the year.Helixmith is running a bio-new drug business that develops gene therapy using a plasmid platform and a natural product new drug business that verifies the efficacy of natural materials.Reporter Yoon Kyungjin... Master's tips on financial technology Video Without Bubbles, honest test-rider COVID-19 breaking news copyright holders' economic news money unauthorized reproduction and redistribution of money"
39,(주)헬릭스미스,2020.06.26. 오전 9:14,[특징주] 헬릭스미스 '급등'… 당뇨병성신경병증 임상 효과 지속,헬릭스미스 로고.헬릭스미스 주가가 전날에 이어 일에도 장 시작과 동시에 급격하게 치솟았다.헬릭스미스는 이날 오전 시 분 현재 전 거래일 대비 . 오른 만원에 거래되고 있다.헬릭스미스는 전날 공시를 통해 현재 개발 중인 엔젠시스의 당뇨병성 신경병증에 대한 미국 임상 상이 시작된다고 밝혔다. 임상은 미국에서 환자 명을 대상으로 실시하며 엔젠시스의 안전성 및 유효성을 증명한다. 이같은 소식이 투자자들을 움직이고 있는 것으로 풀이된다.헬릭스미스는 년 서울대 학내 벤처로 설립돼 년 코스닥시장에 상장하고 년 바이로메드에서 헬릭스미스로 사명 변경한 기업이다. 플라스미드  플랫폼을 이용한 유전자치료제를 개발하는 바이오신약 사업과 천연소재의 약효를 검증하는 천연물신약 사업을 진행 중이다.송창범 기자 고수들의 재테크 비법 영상거품 뺀 솔직 시승기  코로나 속보저작권자  성공을 꿈꾸는 사람들의 경제 뉴스 머니 무단전재 및 재배포 금지,"The Helixmith logo.Helixmith stock prices soared sharply at the beginning of the market following the previous day.Helixmith compared to the previous trading day as of the morning. It is trading at 10,000 won.Helixmith announced in a public announcement the previous day that the U.S. clinical trial of Engensis's diabetic neuropathy, which is currently being developed, will begin. Clinical trials are conducted in the United States for patient names and prove the safety and effectiveness of engensis. The news is believed to be driving investors.Helixmith was established as an in-school venture at Seoul National University in the year, listed on the KOSDAQ market in the year, and changed its name from Byromed to Helixmith in the year. The bio-new drug business that develops gene therapy using a plasmid platform and a natural product new drug business that verifies the medicinal effects of natural materials are in progress.Reporters Song Chang-beom's tips on financial technology Video Bubble-free candid test-rider COVID-19 breaking news copyright holders' economic news money unauthorized reproduction and redistribution of money"
40,(주)헬릭스미스,2020.04.21. 오전 9:30,"[특징주] 헬릭스미스, '희귀 유전병' 치료제 임상 승인에 강세",헬릭스미스가 샤르코마리투스병 치료제 임상시험계획 승인 소식에 장 초반 강세를 보인다.일 오전 시 분 현재 헬릭스미스는 전일대비 원 오른 만원에 거래되고 있다.헬릭스미스는 식품의약품안전처로부터 샤르코마리투스병 치료제 제상 임상시험계획 승인을 받았다고 이날 공시했다.회사측은 질환의 중증도가 경도에서 중등도인 샤르코마리투스병 환자를 대상으로 약화된 하지근육에 주사한 임상시험용의약품의 안전성과 내약성을 평가하는 것이라며 식약처 승인 후 개월동안 삼성서울병원 개 기관에서 명을 대상으로 임상시험을 시행할 것이라고 설명했다.김정훈 기자 .. 고수들의 재테크 비법 영상 대 총선 생생한 뉴스  코로나 속보저작권자  성공을 꿈꾸는 사람들의 경제 뉴스 머니 무단전재 및 재배포 금지,"Helixmith is strong at the beginning of the market on the news of approval of the clinical trial plan for the treatment of Charcomaritus disease.Helixmith was trading at 10,000 won as of Sunday, up one won from the previous day.Helixmith announced on the same day that it has received approval from the Ministry of Food and Drug Safety for a clinical trial plan for the treatment of Charcomaritus disease.The company said it will evaluate the safety and drug resistance of clinical trial drugs injected into weakened lower extremity muscles in patients with Charcomaritus disease, which is mild to moderate in severity, and explained that Samsung Medical Center will conduct clinical trials for people for months after approval by the Ministry of Food and Drug Safety.Reporter Kim Jung Hoon... Master's financial secrets video vs. election live news of COVID-19 breaking news. Copyright holders' economic news No unauthorized reproduction and redistribution of money"
41,(주)헬릭스미스,2020.04.01. 오전 10:16,"[특징주] 헬릭스미스, 당뇨병 치료제 후속임상 계획에 ‘강세’",사진헬릭스미스헬릭스미스의 주가가 장 초반 강세다. 헬릭스미스가 당뇨병성 신경병증 치료제 엔젠시스의 후속 임상상을 위한 절차를 시작했다는 소식의 영향으로 풀이된다.일 오전 시분 기준 헬릭스미스는 전일대비 . 상승한 만원 선에 거래되고 있다. 헬릭스미스의 최근 주일간 외국인 기관 매매내역을 살펴보면 외국인은 만주를 순매수했으며 기관은 주를 순매도 했다. 같은 기간 주가는 . 상승했다.지난달 일 헬릭스미스는 미국 식품의약국에 엔젠시스 당뇨병성 신경병증 후속 임상 상 프로토콜을 제출했다고 밝혔다.김선영 헬릭스미스 대표는 세계 최고 전문가들로 구성된 준비위원회와 국내외 스태프들의 노력으로 프로토콜을 작성했다며 세계 유수의 인  이외에도 통증 임상을 전문으로 다루는 기업을 제의 로 뒀다고 밝혔다.진은혜 기자 .. 고수들의 재테크 비법 영상 이건희칼럼  코로나 속보저작권자  성공을 꿈꾸는 사람들의 경제 뉴스 머니 무단전재 및 재배포 금지,"Shares of Photo Helixmith Helixmith are strong in the early stages of the market. It is interpreted as the influence of the news that Helixmith has begun the procedure for subsequent clinical trials of Engensis, a treatment for diabetic neuropathy.Helixmith was trading at full capacity, up . from the previous day. Looking at Helixmith's recent trading details of foreign institutions over the past week, foreigners bought a net amount of Manchuria and institutions sold a net amount of stocks. Stock prices rose during the same period.Last month, Helixmith announced that it submitted a follow-up clinical protocol for Engensis diabetic neuropathy to the U.S. Food and Drug Administration.Helixmith CEO Kim Sun-young said, ""The protocol was written with the efforts of a preparatory committee composed of the world's best experts and domestic and foreign staff,"" adding, ""We have proposed a company that specializes in pain clinical trials in addition to the world's leading people.""Reporter Jin Eun-hye... Lee Kun-hee, the master's secret video on financial technology, says, ""No unauthorized reproduction and redistribution of economic news money for those who dream of success."""
42,(주)헬릭스미스,2020.03.05. 오후 3:57,"[특징주] 헬릭스미스, 블랙록 지분 매수 소식에 7.7% 상승",코로나 수혜 기대 바이오주도 동반 강세 곽민서 기자  글로벌 투자자문사 블랙록이 지분을 늘렸다는 소식에 일 헬릭스미스가  넘게 상승 마감했다.이날 헬릭스미스는 전 거래일보다 . 오른 만천원에 거래를 마쳤다.이와 관련 블랙록 펀드 어드바이저스는 지난달 일 기준으로 보유 중인 헬릭스미스 주식 지분이 종전 .에서 .로 늘었다고 이날 공시했다.블랙록 측은 단순투자 목적으로 주식을 장내 매수했다고 밝혔다.헬릭스미스를 비롯해 코스피코스닥의 주요 제약바이오 종목으로 구성된  헬스케어 지수도 강세를 보였다. 헬스케어 지수는 지난 월 말 이후 . 상승해 같은 기간 코스피 수익률을 크게 웃돌았다.김태희 미래에셋대우 연구원은 바이오 섹터의 경우 코로나가 미치는 부정적인 요인이 상대적으로 작으며 코로나의 확산은 오히려 치료제백신 업체와 진단업체에 기회가 될 수 있다고 평가했다... 코로나 속보 확인은 네이버 연합뉴스에서  프리미엄 북한뉴스  구독제보하기,"Bio shares, which are expected to benefit from COVID-19, also closed higher than Il Helixmith on the news that reporter Kwak Min-seo, a global investment advisor, Black Rock, has increased its stake.Helixmith on the same day compared to the previous trading day. It closed at 10,000 won, up.In a related development, Black Rock Fund Advisors announced on the same day that its stake in Helixmith shares as of last month has increased from .BlackRock said it bought stocks in the market for simple investment purposes.The healthcare index, which consists of major pharmaceutical bio stocks of KOSPI KOSDAQ, including Helixmith, was also strong. The healthcare index has risen since the end of last month, far exceeding the KOSPI's yield during the same period.Kim Tae-hee, a researcher at Mirae Asset Daewoo, evaluated that in the case of the bio-sector, the negative factors of Corona are relatively small, and the spread of Corona can be an opportunity for therapeutic vaccine companies and diagnostic companies. Check out the COVID-19 breaking news by subscribing to premium North Korean news on Naver Yonhap News"
43,(주)헬릭스미스,2020.03.25. 오전 10:04,"[특징주] 헬릭스미스, 임상3상 FDA 유효성 결과 보고 소식에 강세",헬릭스미스가 강세다. 임상상과 관련해 미국 식품의약국에 유효성 결과를 보고했다는 소식이 영향을 미치고 있는 것으로 풀이된다.일 오전 시 분 현재 헬릭스미스는 전일 대비 원 오른 만원에 거래되고 있다.이날 헬릭스미스는 홈페이지 주주레터를 통해 임상상에서 있었던  이상 현상에 대한 조사가 끝났다면서 이유를 명확히 알게 되었고 지난주에 미국 에 그 결과를 보고했다고 말했다.회사 측은 또 확대임상이었던 의 결과가 임상 상 때와 매우 유사한 결과가 나옴에 따라 약물의 효과를 확인하는 기회가 됐다면서 이에 따라 다음 임상 상을 준비를 거의 끝마쳤으며 샤르코마리투스병에 대한 임상시험 프로토콜은 얼마 전 한국의 식품의약품안전처에 제출한 바 있고 승인 즉시 공지할 예정이라고 덧붙였다.네이버 메인에서 매일경제를 받아보세요뉴스레터 매콤달콤 구독 매일경제 바로가기,"Helixmith is strong. The news that it has reported the results of its validity to the U.S. Food and Drug Administration in relation to clinical trials is believed to be affecting it.As of Sunday morning, Helixmith was trading at 10,000 won, up one won from the previous day.Helixmith said in a shareholder's letter on its website that the investigation into the abnormalities in clinical trials has been completed, adding that it clearly understood the reason and reported the results to the United States last week.The company also said, ""As the results of the expanded clinical trial were very similar to those of the clinical trial, we have almost completed preparation for the next clinical trial, and we have submitted the clinical trial protocol to the Ministry of Food and Drug Safety in Korea.""Get the economy every day on NAVER MainNewsletter Spicy and Sweet Subscribe Everyday Economy Shortcut"
44,(주)헬릭스미스,2020.02.14. 오후 4:16,"[특징주] 헬릭스미스 ""임상 3-1상 실패…약물혼용 없었다"" 발표에 약세",헬릭스미스 박진형 기자  신약 개발업체 헬릭스미스가 일 신약 후보물질 엔젠시스의 임상 상에서 약물 혼용이 없었고 목표 달성에 실패했다는 발표에 급락했다.이날 주식시장에서 헬릭스미스는 전날보다 . 떨어진 만천원에 마감했다.앞서 헬릭스미스는 이날 당뇨병성 신경병증 치료제 후보물질 엔젠시스의 임상 상에 대한 조사 결과 약물 혼용 가능성은 없었고 주 평가지표인 개월에서 위약 대비 통계적 유의미성이 없어 목표 달성에 실패했다고 밝혔다.다만 임상 상에서 안전성유효성이 확인돼 후속 임상 상을 조만간 진행할 방침이라고 덧붙였다...네이버에서  구독하세요프리미엄 북한뉴스 한반도 구독뭐 하고 놀까 흥,"Helixmith reporter Park Jin-hyung's new drug developer Helixmith plunged in the announcement that there was no drug mix in the clinical trial of Japanese new drug candidate Engensis and failed to achieve its goal.Helixmith in the stock market on the same day compared to the previous day. It closed down at 10,000 won.Earlier in the day, Helixmith said that as a result of an investigation into the clinical trial of Engensis, a candidate substance for diabetic neuropathy, there was no possibility of drug mixing and that it failed to achieve its goal because it had no statistical significance compared to placebo in the month.However, he added that the safety effect has been confirmed in clinical trials, and that subsequent clinical trials will be carried out soon.Subscribe on NAVERPremium North Korean News Subscribe to the Korean Peninsula. What should I do?"
45,(주)헬릭스미스,2020.02.17. 오전 9:12,"[특징주] 헬릭스미스, 전장 급락 딛고 반등",헬릭스미스가 전장의 급락을 딛고 반등세다.일 오전 시 분 현재 헬릭스미스는 전 거래일 대비 원 오른 만원에 거래되고 있다.앞서 헬릭스미스는 지난 일 당뇨병성 신경병증 치료제 엔젠시스의 임상 과정에서 약물 혼용은 없었다라고 발표했다.그동안 헬릭스미스 측이 임상 상 실패의 원인으로 약물 혼용을 지목했다는 점에서 투자심리가 악화되며 일 주가가  하락했다.신재근기자 .. 네이버 홈에서  채널 구독하기  대한민국 재테크 총집결   한국경제 무단 전재 및 재배포 금지,"Helixmith is rebounding after overcoming the plunge in the battlefield.As of 1 a.m., Helixmith is trading at 10,000 won, up KRW from the previous trading day.Helixmith earlier announced on the last day that there was no drug mixing during the clinical course of Engensis, a treatment for diabetic neuropathy.In the meantime, daily stock prices have fallen due to worsening investor sentiment in that Helixmith has pointed to drug mixing as the cause of clinical failure.Reporter Shin Jae-geun... Subscribe to the channel on Naver Home All gatherings of Korea's financial technologies Do not redistribute or redistribute the Korean economy without permission"
46,(주)헬릭스미스,2020.02.14. 오전 9:59,"[특징주] 헬릭스미스, 지난해 영업손실 확대에 '약세'",헬릭스미스가 지난해 연결 기준 영업손실이 확대됐다는 소식에 약세다.일 오전 시 분 기준 헬릭스미스는 전 거래일 대비 . 내린 만원에 거래 중이다.지난 일 헬릭스미스는 잠정공시를 통해 지난해 연결 기준 영업손실이 전년대비 . 증가한 억 만원을 기록했다고 밝혔다. 지난해 매출액은 억 만원으로 전년에 비해 . 감소했다. 당기순손실은 억만원으로 전년대비  급증했다. 손희연 기자 .. 영상으로 보는 고수들의 재테크 비법  박학다식 이건희칼럼저작권자  성공을 꿈꾸는 사람들의 경제 뉴스 머니 무단전재 및 재배포 금지,"Helixmith is weak on the news that its consolidated operating loss expanded last year.Helixmith as of Sunday morning compared to the previous trading day. It's trading at 10,000 won.Helixmith announced in a provisional disclosure on the last day that its consolidated operating loss last year rose to KRW 100 million year-on-year. Last year's sales were 100 million won, down from the previous year. Net loss for the current term increased year-on-year to 100 million won. Reporter Son Heeyeon... Video experts' tips on financial technology, knowledge, knowledge, knowledge, knowledge, knowledge, knowledge, knowledge, knowledge, knowledge, and knowledge, knowledge, knowledge, knowledge, knowledge, knowledge of copyright holders, economic news, money, unauthorized reproduction, and redistribution are prohibited"
47,(주)헬릭스미스,2020.02.19. 오후 1:55,"[특징주]헬릭스미스, 불성실 공시 법인 지정 예고에 약세", 신약 개발업체인 헬릭스미스 주가가 하락세를 보이고 있다. 최근 신약 후보 물질의 임상에서 실패한 데다 불성실 공시 법인 지정까지 예고된 여파로 풀이된다.일 마켓포인트에 따르면 이날 오후 시 분 현재 헬릭스미스 주가는 전 거래일 종가보다 . 내린 만원을 기록하고 있다. 이 회사 주가는 지난 일부터 거래일 연속 하락세다.지난 일 이 회사는 지난해 미국에서 실시한 당뇨병성 신경병증 유전자 치료제인 엔젠시스의 임상 상에서 실패했다고 밝힌 바 있다.한국거래소 코스닥시장본부는 전날 헬릭스미스가 임상 실패 소식을 사유 발생일인 이달 일이 아닌 일에 지연 공시했다는 이유로 불성실 공시 법인 지정을 예고하고 다음달 일까지 지정 여부를 결정하겠다고 밝혔다.박종오 네이버 홈에서 이데일리 뉴스   청춘뉘우스 이데일리 기자들의 비밀공간 종합 경제정보 미디어 이데일리  무단전재  재배포 금지,"Shares of Helixmith, a new drug developer, are on the decline. It is interpreted in the aftermath of the recent failure in clinical trials of new drug candidates and the designation of an unfaithful disclosure corporation.According to Japan Market Point, Helixmith's stock price was higher than the closing price of the previous trading day as of afternoon that day. The number of people has fallen to full. The company's stock price has been on the decline for consecutive trading days since the last day.Last year, the company said it failed in the clinical trial of Engensis, a gene therapy for diabetic neuropathy conducted in the United States last year.The KOSDAQ Market Headquarters of the Korea Exchange announced that Helixmith would designate a corporation that disclosed the clinical failure by next month on the grounds that it delayed the announcement of the clinical failure on the day of this month.Park Jong-oh: E-Daily News Youth Nuis E-Daily Reporters' Secret Space Comprehensive Economic Information Media E-Daily Unauthorized Redistribution is prohibited on Naver Home"
48,(주)케어젠,2020.07.17. 오전 11:26,"[특징주] 케어젠, 코로나19 치료제 개발 소식에 16%↑",사진케어젠케어젠이 항바이러스 펜타이드에 기반한 신종 코로나바이러스 감염증 치료제 개발에 나선다는 소식에 주가 급등세다.일 오전 시분 기준 케어젠은 전 거래일보다 . 상승한 만원에 거래되고 있다.이날 케어젠은 정부출연 연구기관에 의뢰해 진행한 항바이러스 펩타이드의 코로나바이러스 감염 억제 효과 시험 결과가 매우 긍정적으로 나왔다며 이 실험에서 쓰인 펩타이드는 백신 항체치료제와 유사한 기전으로 바이러스의 체내 세포 감염을 가량 억제한다고 설명했다.윤경진 기자 .. 고수들의 재테크 비법 영상거품 뺀 솔직 시승기  코로나 속보저작권자  성공을 꿈꾸는 사람들의 경제 뉴스 머니 무단전재 및 재배포 금지,"The stock price is soaring on the news that PhotoCareZenCareZen is developing a new coronavirus infection treatment based on antiviral pentides.As of 1 a.m., Caregen was compared to the previous trading day. The market is trading at 10,000 won.On the same day, Caregen explained that the results of the antiviral peptide's coronavirus infection suppression effect test, which was commissioned by a government-funded research institute, were very positive, and that the peptide used in this experiment is similar to a vaccine antibody treatment and suppresses cell infection.Reporter Yoon Kyungjin... Master's tips on financial technology Video Without Bubbles, honest test-rider COVID-19 breaking news copyright holders' economic news money unauthorized reproduction and redistribution of money"
49,(주)유니테스트,2020.09.08. 오전 9:16,"[특징주] 유니테스트, 또 최고가… 태양광사업 기대감 계속되나",한전 전력연구원에서 개발한 유리창호형 태양전지. 한전은 유리창호형 태양전지 사업화를 위해 유니테스트와 를 체결했다.한전전날 깜짝 상한가로 마감한 유니테스트가 일에도 다시 급등하며 장을 시작했다.유니테스트는 일 오전 시 분 현재 전 거래일보다 . 오른 만원에 거래되고 있다. 유니테스트는 이날도 장 시작과 동시에 최고가를 갈아치웠다. 장 시작 후 급등 만원까지 찍으며 최고가를 새롭게 달성했다.유니테스트는 지난 일 문재인 대통령이 한국판 뉴딜정책을 발표한 이후 투자자들로부터 관심을 받고 있다. 문 대통령이 민간금융에서 조원을 한국판 뉴딜 프로젝트와 기업에 투입할 것이라고 밝힌 이후 그린뉴딜로 손꼽힌 태양광 테마주에 관심이 모아지면서 부터다.유니테스트는 지난달 말 한국전력과 유리창호형 태양전지 사업화를 위한 기술협력 양해각서를 체결한 상태다. 유리창호형 태양전지는 반투명하고 가벼워 건물 벽면이나 유리창 등 건물 외장에 부착이 가능한 태양전지다. 태양광을 설치할 땅이 부족하고 고층건물이 많은 국내에 적합한 친환경 발전기술이다.이 태양전지를 층 빌딩에 설치할 경우 급 이상의 규모로 연간 의 이산화탄소 저감효과가 있는 것으로 알려졌다.유니테스트는 반도체 디바이스 검사 장비 개발업체이지만 매출 구성은 반도체 검사장비보다 태양광 사업이 더 큰 것으로 나타났다.송창범 기자 ..고수들의 재테크 비법 영상거품 뺀 솔직 시승기 머니기사 네이버 메인에서 보세요저작권자  성공을 꿈꾸는 사람들의 경제 뉴스 머니 무단전재 및 재배포 금지,"A glass window solar cell developed by KEPCO Electric Power Research Institute. KEPCO signed a contract with UniTest to commercialize window-type solar cells.UNITEST, which closed at a surprise upper limit on the previous day, started the market again with a surge in work.UNITEST was trading day before as of Sunday morning. It is trading at 10,000 won. UNITEST also broke the highest price at the beginning of the market. After the start of the market, it recorded a surge of 10,000 won and achieved a new highest price.UNITEST has received attention from investors since President Moon Jae In announced the Korean version of the New Deal on the last day. Since President Moon announced that he will inject trillion won into the Korean version of the New Deal project and companies in private finance, attention has been focused on solar-themed stocks, which are considered green new deals.UNITEST has signed a memorandum of understanding with KEPCO at the end of last month for technical cooperation to commercialize window-type solar cells. The glass window-type solar cell is translucent and light, so it can be attached to the exterior of buildings such as walls and glass windows. It is an eco-friendly power generation technology suitable for Korea, which lacks land to install solar power and has many high-rise buildings.It is known that installing this solar cell in a floor building has an annual carbon dioxide reduction effect on a scale of more than that.UNITEST is a semiconductor device inspection equipment developer, but its sales composition is larger than that of semiconductor inspection equipment.Reporter Song Changbeom...Watch the video clip of the master's financial techniques on Naver's main pageEconomic news money unauthorized reproduction and redistribution of copyright holders dreaming of success"
50,(주)유니테스트,2020.09.07. 오전 10:24,"[특징주]유니테스트, 페로브스카이트 태양전지 세계최고 수준…2023년 영업익 10배", 유니테스트가 강세다. 세계 최고 수준의 페로브스카이트 태양전지 기술력을 바탕으로 창문형 혹은 벽 부착형 태양광 사업을 추진 중이라는 소식이 주가에 영향을 준 것으로 보인다.일 오전 시분 유니테스트는 전 거래일 대비 . 오른 만원에 거래되고 있다. 장 중 만원까지 오르며 사상 최고가를 경신했다.한국전력은 지난달 유니테스트와 유리창호형 태양전지 사업화를 위한 기술협력 양해각서를 체결했다. 유리창호형 태양전지는 반투명하고 가벼워 건물 벽면이나 유리창 등 건물 외장에 부착이 가능한 태양전지다. 태양광을 설치할 땅이 부족하고 고층건물이 많은 국내에 적합한 친환경 발전기술이다.대규모 기업형 태양광 발전과 달리 비용이 싸다는 게 최대 장점이다. 각 가정에서도 쉽게 발전할 수 있으며 전기요금 절감효과도 누릴 수 있다. 장점을 고려해 정부는 법제도 개선에 나서고 있으며 업계는 창문형 혹은 벽 부착형 태양광 기술 개발에 속도를 내고 있다.유니테스트는 지난해 월 페로브스카이트 태양전지 모듈의 광전변환 효율을 .까지 끌어올려  분야에서 세계 최고 효율을 미국 에너지부 산하 국립재생에너지연구소로부터 인증을 받았다. 페로브스카이트 태양전지는 실리콘과는 달리 유연한 소재로 제조할 수 있기 때문에 곡면 등에 부착이 가능해 활용도가 높다. 반투명하므로 기존 실리콘태양전지 위에 적층해 효율을 크게 개선할 수 있다. 창호용으로 활용해 건물일체형 태양광발전은 물론 차량 일체형 발전도 가능하다. 유니퀘스트는 사업이 정상궤도에 들어서면 기존 태양전지 시장의 패러다임을 바꿀 수 있을 것으로 기대하고 있다.전우제 흥국증권 연구원은 올해 초 파나소닉이 효율 .를 기록해 순위가 엎어졌다면서도 사업화에 필수적인  대면적 생산기술 위를 다투는 상황이라고 설명했다.이어  셀은 실리콘 셀 대비 가격이  수준이고 광전효율은 대등하다며 유니테스트는 개별적으로 텐덤 태양전지상업화를 위해 연구 중이라고 소개했다.그는 유니테스트가 올해 매출액 억원 영업이익 억원을 달성하고 이익이 빠르게 늘어날 것이라며 년에는 매출 억원 영업이익 억원을 달성할 것이라고 추정했다.전 연구원은 반도체 실적 회복과  매출이 새롭게 더해지기 때문이라며 전 세계  시장에서 유니테스트가 점유율 를 기록한다는 가정이라고 분석했다.아울러 유니테스트는 사업화에 필수적인  대면적 생산기술을 보유한 데다 세계 위를 다투는 기술 수준을 갖췄다며 년 전 세계  모듈 시장은 조억원까지 성장할 것이라고 강조했다.박형수 기자 .. 내 미래의 궁금증 사주운세로 점쳐보기 네이버에서 아시아경제 뉴스를 받아보세요 요즘 트렌드 모아보고 싶을 땐 드링킷경제를 보는 눈 세계를 보는 창 아시아경제 무단전재 배포금지,"Unity tests are strong. The news that the world's best Perovskite solar cell technology is pushing for a window-type or wall-type solar energy business seems to have affected stock prices.UNITEST at 1 AM compared to the previous trading day. It is trading at 10,000 won. It rose to 10,000 won during the day, breaking the record high.KEPCO signed a memorandum of understanding with UNITEST last month for technical cooperation to commercialize window-type solar cells. The glass window-type solar cell is translucent and light, so it can be attached to the exterior of buildings such as walls and glass windows. It is an eco-friendly power generation technology suitable for Korea, which lacks land to install solar power and has many high-rise buildings.Unlike large-scale corporate solar power generation, the biggest advantage is that it is inexpensive. Each household can easily develop and enjoy the effect of reducing electricity bills. Considering its advantages, the government is improving the legal system, and the industry is speeding up the development of window-type or wall-mounted solar technology.UNITEST has been certified by the National Institute of Renewable Energy under the U.S. Department of Energy for the world's best efficiency in the field by raising the photoelectric conversion efficiency of Perovskite solar cell modules to . Unlike silicon, perovskite solar cells can be made of flexible materials, so they can be attached to curved surfaces and are highly utilized. Since it is translucent, it can be laminated on existing silicon solar cells to greatly improve efficiency. It can be used for window use to generate all-in-one solar power as well as vehicle all-in-one power generation. UNIQUEST expects to change the paradigm of the existing solar cell market if the business enters a normal orbit.Jeon Woo-je, a researcher at Heungkuk Securities, said, ""Panasonic recorded efficiency earlier this year, and its ranking was reversed,"" but explained, ""We are competing for large-scale production technology, which is essential for commercialization.""""The price of cells is at a level compared to silicon cells and the photoelectric efficiency is equal,"" Unitest said, adding that it is individually researching to commercialize tandem solar cells.He estimated that UniTest will achieve sales of 100 million won and operating profit of 100 million won this year and profits will increase rapidly, adding that it will achieve sales of 100 million won and operating profit of 100 million won this year.Researcher Jeon said, ""This is because semiconductor performance recovers and sales are newly added,"" adding, ""Unitest is assumed to record its share in the global market.""In addition, UNITEST emphasized that it has large-scale production technology that is essential for commercialization and has a level of technology that competes against the world, and that the global module market will grow to billions of won a year ago.Reporter Park Hyung-soo... My future curiosity, fortune telling, get Asian economic news from NAVER If you want to collect trends these days, drink. Watch the world of the economy. Don't distribute Asia's economy without permission"
51,(주)유니테스트,2020.09.07. 오전 10:30,"[특징주] 유니테스트, 깜짝 상한가… 태양광 사업 효과?",한전 전력연구원에서 개발한 유리창호형 태양전지. 한전은 유리창호형 태양전지 사업화를 위해 유니테스트와 를 체결했다.한전유니테스트 주가가 깜짝 상한가를 기록하며 최고가마저 갈아치웠다.유니테스트는 일 오전 시 분 현재 전 거래일보다 . 오른 만원에 거래되고 있다. 유니테스트는 장중 상한가 만원까지 찍었다.갑자기 네이버 실시간 검색어에 등장하며 주가를 끌어올린 유니테스트는 반도체 디바이스 검사 장비 개발업체로 알려져 있다. 메모리 모듈 테스터 및 메모리 컴포넌트 테스터를 국내 업계 최초로 개발 완료해 반도체 장비의 국산화를 주도하고 있는 기업이다.하지만 매출 구성은 반도체 검사장비보다 태양광 사업이 더 큰 것으로 나타났다.유니테스트는 지난달 말 한국전력과 유리창호형 태양전지 사업화를 위한 기술협력 양해각서를 체결하며 관심을 모았다. 이 태양전지를 층 빌딩에 설치할 경우 급 이상의 규모로 연간 의 이산화탄소 저감효과가 있는 것으로 알려졌다.송창범 기자 ..고수들의 재테크 비법 영상거품 뺀 솔직 시승기 머니기사 네이버 메인에서 보세요저작권자  성공을 꿈꾸는 사람들의 경제 뉴스 머니 무단전재 및 재배포 금지,"A glass window solar cell developed by KEPCO Electric Power Research Institute. KEPCO signed a contract with UniTest to commercialize window-type solar cells.KEPCO UNITEST's stock price hit a surprise upper limit, breaking even the highest price.UNITEST was trading day before as of Sunday morning. It is trading at 10,000 won. UNITEST hit the upper limit of 10,000 won during the day.UNITEST, which suddenly appeared on Naver's real-time search keyword and raised its stock price, is known as a semiconductor device inspection equipment developer. It is a company that is leading the localization of semiconductor equipment by developing memory module tester and memory component tester for the first time in South Korea.However, it was found that the solar energy business was larger than the semiconductor inspection equipment in terms of sales composition.UNITEST drew attention by signing a memorandum of understanding with KEPCO on technology cooperation for commercialization of window-type solar cells at the end of last month. It is known that installing this solar cell in a floor building has an annual carbon dioxide reduction effect on a scale of more than that.Reporter Song Changbeom...Watch the video clip of the master's financial techniques on Naver's main pageEconomic news money unauthorized reproduction and redistribution of copyright holders dreaming of success"
