,0
1174,삼목에스폼(주)
1175,삼보모터스(주)
1176,삼보산업(주)
1177,삼아제약(주)
1178,삼영엠텍(주)
1179,삼영이엔씨(주)
1180,삼지전자(주)
1181,삼천당제약(주)
1182,삼천리자전거(주)
1183,삼현철강(주)
1184,상신이디피(주)
1185,상신전자(주)
1186,서암기계공업(주)
1187,서울바이오시스(주)
1188,서울반도체(주)
1189,서울전자통신(주)
1190,서호전기(주)
1191,선진뷰티사이언스(주)
1192,성우전자(주)
1193,성우테크론(주)
1194,성호전자(주)
1195,세명전기공업(주)
1196,세종텔레콤(주)
1197,세틀뱅크(주)
1198,소니드(주)
1199,소프트캠프(주)
1200,솔브레인(주)
1201,솔브레인홀딩스(주)
1202,스튜디오드래곤(주)
1203,시그네틱스(주)
1204,신라섬유(주)
1205,신라에스지(주)
1206,신라젠(주)
1207,신성델타테크(주)
1208,신신제약(주)
1209,신원종합개발(주)
1210,신일제약(주)
1211,신화인터텍(주)
1212,신흥에스이씨(주)
1213,쌍용정보통신(주)
1214,씨비아이(주)
1215,씨아이에스(주)
1216,씨앤지하이테크(주)
1217,씨앤티85(주)
1218,씨에스베어링(주)
1219,씨유테크(주)
1220,씨제이바이오사이언스(주)
1221,씨제이프레시웨이(주)
1222,씨케이에이치푸드앤헬스리미티드
1223,씨큐브(주)
1224,아미코젠(주)
1225,아비코전자(주)
1226,아이디피(주)
1227,아이쓰리시스템(주)
1228,아이원스(주)
1229,아이진(주)
1230,아이큐어(주)
1231,아이크래프트(주)
1232,아이텍(주)
1233,아진산업(주)
1234,안국약품(주)
1235,알리코제약(주)
1236,알서포트(주)
1237,알에스오토메이션(주)
1238,알에프머트리얼즈(주)
1239,알에프에이치아이씨(주)
1240,압타바이오(주)
1241,애니젠(주)
1242,애머릿지코퍼레이션
1243,앱클론(주)
1244,어보브반도체(주)
1245,에디슨이노(주)
1246,에브리봇(주)
1247,에스넷시스템(주)
1248,에스디엔(주)
1249,에스맥(주)
1250,에스비더블유생명과학(주)
1251,에스비아이핀테크솔루션즈(주)
1252,에스씨아이평가정보(주)
1253,에스씨엠생명과학(주)
1254,에스엔유프리시젼(주)
1255,에스엔케이폴리텍(주)
1256,에스와이(주)
1257,에스지씨이테크건설(주)
1258,에스지에이(주)
1259,에스지에이솔루션즈(주)
1260,에스지이(주)
1261,에스텍(주)
1262,에스트래픽(주)
1263,에스티팜(주)
1264,에스퓨얼셀(주)
1265,에이디엠코리아(주)
1266,에이비엘바이오(주)
1267,에이비온(주)
1268,에이에프더블류(주)
1269,에이치비솔루션(주)
1270,에이치엘비(주)
1271,에이치엘비생명과학(주)
1272,에이치엘비제약(주)
1273,에이치엘비테라퓨틱스(주)
1274,에이치케이이노엔(주)
1275,에이테크솔루션(주)
1276,에이피시스템(주)
1277,에이피에스홀딩스(주)
1278,에이피위성(주)
1279,에이피티씨(주)
1280,에코바이오홀딩스(주)
1281,에코캡(주)
1282,에코플라스틱(주)
1283,에프엔에스테크(주)
1284,엑스큐어(주)
1285,엔브이에이치코리아(주)
1286,엔시트론(주)
1287,엔에이치엔한국사이버결제(주)
1288,엘비세미콘(주)
1289,엘컴텍(주)
1290,엘티씨(주)
1291,엠에프엠코리아(주)
1292,엠케이전자(주)
1293,영신금속공업(주)
1294,영풍정밀(주)
1295,영화테크(주)
1296,예스이십사(주)
1297,오가닉티코스메틱스홀딩스컴퍼니리미티드
1298,오로라월드(주)
1299,오상자이엘(주)
1300,오성첨단소재(주)
1301,오션브릿지(주)
1302,오스템임플란트(주)
1303,오토앤(주)
1304,올리패스(주)
1305,올릭스(주)
1306,옴니시스템(주)
1307,옵티시스(주)
1308,와이더블유(주)
1309,와이아이케이(주)
1310,와이엠씨(주)
1311,와이엠티(주)
1312,와토스코리아(주)
1313,우리바이오(주)
1314,우리산업(주)
1315,우리산업홀딩스(주)
1316,우리손에프앤지농업회사법인(주)
1317,우리엔터프라이즈(주)
1318,우리이앤엘(주)
1319,우림피티에스(주)
1320,우수AMS(주)
1321,우원개발(주)
1322,우진비앤지(주)
1323,원풍물산(주)
1324,웹케시(주)
1325,위더스제약(주)
1326,위즈코프(주)
1327,윈텍(주)
1328,윙입푸드홀딩스
1329,유네코(주)
1330,유니셈(주)
1331,유니슨(주)
1332,유비벨록스(주)
1333,유아이엘(주)
1334,유일에너테크(주)
1335,유진기업(주)
1336,이노뎁(주)
1337,이니텍(주)
1338,이삭엔지니어링(주)
1339,이스트아시아홀딩스인베스트먼트리미티드
1340,이엠코리아(주)
1341,이오플로우(주)
1342,이원다이애그노믹스(주)
1343,이원컴포텍(주)
1344,이지케어텍(주)
1345,이트론(주)
1346,이화공영(주)
1347,이화전기공업(주)
1348,인바이오(주)
1349,인베니아(주)
1350,인선이엔티(주)
1351,인카금융서비스(주)
1352,인크로스(주)
1353,인탑스(주)
1354,인포뱅크(주)
1355,인화정공(주)
1356,잉글우드랩(주)
1357,자이글(주)
1358,재영솔루텍(주)
1359,전진바이오팜(주)
1360,제너셈(주)
1361,제룡산업(주)
1362,제룡전기(주)
1363,제이더블유신약(주)
1364,제이스코홀딩스(주)
1365,제이씨케미칼(주)
1366,제이씨현시스템(주)
1367,제이엔케이히터(주)
1368,제이엠아이(주)
1369,제이엠티(주)
1370,제일전기공업(주)
1371,제주맥주(주)
1372,조광아이엘아이(주)
1373,조아제약(주)
1374,주성엔지니어링(주)
1375,줌인터넷(주)
1376,지나인제약(주)
1377,지니너스(주)
1378,지니언스(주)
1379,지더블유바이텍(주)
1380,지에이치신소재(주)
1381,지엔원에너지(주)
1382,지엘팜텍(주)
1383,지투파워(주)
1384,진양제약(주)
1385,차이나크리스탈신소재홀딩스
1386,참존글로벌(주)
1387,참좋은여행(주)
1388,카페24(주)
1389,커머스마이너 (주)
1390,컬러레이홀딩스
1391,케이디켐(주)
1392,케이만금세기차륜집단유한공사
1393,케이비아이메탈(주)
1394,케이에이치건설(주)
1395,케이에이치전자(주)
1396,케이엠제약(주)
1397,케이지이티에스(주)
1398,케이피엑스라이프사이언스(주)
1399,켄코아에어로스페이스(주)
1400,코나아이(주)
1401,코드네이처(주)
1402,코리아에프티(주)
1403,코스맥스엔비티(주)
1404,코아스템(주)
1405,코오롱생명과학(주)
1406,코오롱티슈진(주)
1407,코웰패션(주)
1408,코위버(주)
1409,콜마비앤에이치(주)
1410,큐렉소(주)
1411,크로바하이텍(주)
1412,크루셜텍(주)
1413,크리스탈지노믹스(주)
1414,키네마스터(주)
1415,테고사이언스(주)
1416,테라사이언스(주)
1417,티제이미디어(주)
1418,티케이지애강(주)
1419,팅크웨어(주)
1420,파나케이아(주)
1421,패션플랫폼(주)
1422,펌텍코리아(주)
1423,풍국주정공업(주)
1424,풍원정밀(주)
1425,프레스티지바이오로직스(주)
1426,프리시젼바이오(주)
1427,피씨엘(주)
1428,피앤씨테크(주)
1429,피에스케이(주)
1430,피에스케이홀딩스(주)
1431,피에스텍(주)
1432,피에이치에이(주)
1433,피엔케이피부임상연구센타(주)
1434,하나마이크론(주)
1435,하나머티리얼즈(주)
1436,하이록코리아(주)
1437,하이즈항공(주)
1438,하인크코리아(주)
1439,한국기업평가(주)
1440,한국맥널티(주)
1441,한국선재(주)
1442,한국알콜산업(주)
1443,한국유니온제약(주)
1444,한국전자금융(주)
1445,한국전자인증(주)
1446,한국정밀기계(주)
1447,한국정보공학(주)
1448,한국정보인증(주)
1449,한국정보통신(주)
1450,한국컴퓨터(주)
1451,한라아이엠에스(주)
1452,한솔인티큐브(주)
1453,한스바이오메드(주)
1454,한양디지텍(주)
1455,한양이엔지(주)
1456,한일네트웍스(주)
1457,한일단조공업(주)
1458,한일사료(주)
1459,한일화학공업(주)
1460,한창산업(주)
1461,해성산업(주)
1462,해성옵틱스(주)
1463,헝셩그룹유한회사
1464,현대무벡스(주)
1465,현대바이오사이언스(주)
1466,현대사료(주)
1467,현대에이치티(주)
1468,현우산업(주)
1469,화성밸브(주)
1470,화일약품(주)
1471,효성오앤비(주)
1472,휴림로봇(주)
1473,휴마시스(주)
1474,휴젤(주)
1475,흥구석유(주)
