,0
61,"A delisting warning was issued ahead of the deadline for submitting an audit report on stocks that are likely to be unsubmitted, such as J.Stefan CNplus, if there is no objection after rejecting opinions from GDNEX. Critics point out that companies that have failed to submit audit reports by the deadline or have not received appropriate opinions should pay attention to their investments due to growing concerns over their exit from the stock market.According to the Financial Supervisory Service's electronic disclosure, GDNEX's Gammanue Imha Asset Management Trace Steel Flower FT&E Party Games Signal Entertainment M Venture Investment Woosung Ivy, which recently submitted an audit report, was rejected by an accounting firm. Haengnamja SEA Biotech and others received limited notification. In particular, Cha Biotech received limited opinions by recording deficits for consecutive years due to changes in accounting standards, and its stock price plunged to the price limit. The company said, ""We plan to quickly restructure the business so that it can be removed from the management category by implementing a surplus in the shortest time,"" adding, ""We will come up with car measures to improve profits next week.""According to the manufacture of the Enforcement Decree of the Act on External Audit of Stock Companies, external auditors must submit audit reports to the company no later than a week before the regular shareholders' meeting. The monthly settlement corporation has to hold a general shareholders' meeting by this month, so the work is the deadline for the audit report.In accordance with the regulations, the exchange suspends the transaction if an external auditor's opinion on the audit report is inappropriate or the opinion is limited. Both non-conformity and rejection of opinions are classified as non-appropriate. If there is no objection within business days after the transaction is suspended, the delisting process will proceed.The problem is that many of these companies, despite their worsening financial status, jumped on the rise in stock prices last year and issued a large number of convertible bonds or bonds with underwriting rights. Companies that have lost their ability to raise funds have drawn funds by issuing private bonds, and investors have bet on rising stock prices in the strong market atmosphere, digesting most of these quantities, but the delisting has cost them a lot. The audit report pointed out that these companies failed to secure suitable audit evidence in transactions with related parties. They say that it is suspicious enough that it is not possible to prove in detail how the funds were raised and used.Listed companies that are delayed in submitting audit reports are also subject to attention. JStepan Cnplus Majestar Hansol Intecube CoDAM Daesung Industrial Cateamoda Samkwang Glass Korea Electronics Holding CoDiKK Chemical Kumho Tire Busan Jugong reported voluntarily in advance because it is likely that they will not be able to submit an audit report by work. Many of these companies are known to have inappropriate audit opinions, and the exchange demanded an inquiry. Some of these companies continue to trade, and some stocks need investors' attention as stock prices repeat short-term spikes.Reporter Kim Kwang-soo, now check the stock market price in Seoul Economy Blockchain's Everything: No Reproduction or Redistribution of Seoul Economy Copyright Holder"
62,"Reporter Kim Soo-kyung, Woosung Ivy Boat Korea CKIPM, has been selected as the official sponsor of the Gyeonggi International Boat Show.KINTEX selected the official sponsor of the Gyeonggi International Boat Show, the nation's largest exhibition specializing in the marine leisure industry organized by the company, and held a Japanese agreement ceremony. Through this agreement, the official sponsor company plans to set up a total booth.Considering that small and medium-sized exhibitions held in Korea are inside and outside the booth, industry officials and buyers are drawing attention in that each company will provide a super-large booth that surpasses them.Ahead of the boat show, domestic and foreign industry officials and buyers are already showing keen interest in the latest products and events that these companies will showcase through the Gyeonggi International Boat Show.Woosung Ivy, the official sponsor of this year, is a leading company in the water leisure industry that exports to countries around the world. Through this boat show, the company will introduce a new product, a hybrid product of surfboards and kayaks with a smart reader system.It also plans to prepare a free experience event for a mistral fashion show air injection for premium water sports along with generous prize events such as phishing kayaks. Boat Korea, which has been the official sponsor of the Gyeonggi International Boat Show for several consecutive years, is an undisputed company in the domestic boat and boat supplies sector.Through this boat show, boat enthusiasts are paying keen attention as the chaser model, a small boat suitable for family fishing, will make its debut.In addition, it will introduce a variety of products, including the sea-only fishing boat Cruiser rubber boat series, which drew explosive attention last year, as well as the Portabot medium and large-sized fishing boat Ocean Master, a folding car-top boat for phishing.CKIPM, a waterfront company with global partners, has grown with the birth of the Marina and marine leisure industries. The boat show will also provide professional counseling opportunities for Marina consulting and planning, in which all waterfront experts are dispatched, including an exhibition of real yachts of global brands imported by CKIPM.Meanwhile, the Gyeonggi International Boat Show, which marks its first anniversary this year, has served as a pioneer in expanding the base of the domestic marine leisure industry through various planning and experimental attempts, and is considered one of the Asian boat shows along with the Dubai Shanghai Boat Show.This year's boat show has expanded its exhibition area from last year and will be held at KINTEX in Goyang and Aramarina in Gimpo for four days from Monday to Sunday. Detailed information, such as pre-registration of free visits, can be found on the website of the Gyeonggi International Boat Show. Set up a channel Report local election news"
63,"One of the domestic listed companies of Seoul Newsys reporter Jang Seo-woo is on the verge of delisting.The Korea Exchange said the review of business reports by Japanese securities firms announced the delisting of new companies in the KOSDAQ market.In the securities market, Sungji E&C and Sehwa IMC were notified of their rejection of the audit opinion and were expected to be delisted. Each of them can submit an objection by the coming day. If an objection is submitted, it will be decided whether to abolish the listing after deliberation by the listing disclosure committee.Sehwa I.M.C., scheduled for the alleged embezzlement and breach of trust, will be reviewed if the reason for delisting is resolved.In the KOSDAQ market, Suseong Woosung Ivy Signal Entertainment M Venture Investment Party Games Asset Management Gamma NunexG Steel Flower Am Hi FT & A&S GD Trace Hansol Intecube DSK Catea Moda rejected or limited its audit opinion, causing a reason for delisting. Among them, all companies except Hansol Intecube DSK Catea Moda have submitted objections.The exchange also newly designated KOSPI-listed companies as management stocks. The reason is that Hansol and Samkwang Glass, which are under-sales of Ailets, have limited audit opinions due to restrictions on the scope of audit, and Albozen Korea lacks stock distribution requirements. The designation of management stocks was lifted for the opening of Daesung Industrial and other companies as the capital was abnormally eroded. The capital erosion rate is high, and Daesung Industrial's capital erosion has been completely resolved. Daewoo Shipbuilding & Marine Engineering also escaped from the management category as the reason for not meeting the audit opinion was resolved.In the KOSDAQ market, the exchange has newly designated companies and places where the reason for delisting occurred as management stocks. Ssangyong Information and Communication Biogenetics Cha Biotech is an example of the reason that Rechem Skin & Skin E-Koren suffered operating losses for consecutive business years due to massive losses. YD Online and Haengnamgi have been designated as managed stocks beyond the capital erosion rate.On the other hand, Sangji Kyle Room, Oriental Precision AT Technology, Dongil Steel, Potis, AT Semicon, and Taeyang C&L, which have been resolved for large-scale losses, have been lifted from management. Korea Semiconductor's Gold Pacific Next Bio Holdings, which was designated as a management item due to continuous operating losses in the opening year, was also canceled.Meanwhile, the place has been newly designated as an investor's ventilation stock in the KOSDAQ market. All reasons are inappropriate for internal accounting management, which means that there are important vulnerabilities or no important scope limitations or opinions have been expressed. On the other hand, in places such as SIT Global Next Bio Holdings Cars, the designation of investor ventilation stocks has been lifted as such reasons have been resolved. Newsis Big Data Stock Price Index Shortcut Newsis Copyright Owner Empathy Press Newsis Newsis News Agency. No unauthorized re-distribution."
64,"The opening of the securities market and the opening of the KOSDAQ market are on the verge of delisting.The Korea Exchange said on Sunday that a review of the annual business reports of listed companies with monthly settlements resulted in a reason for delisting all listed companies.Sungji Engineering & Construction and Sehwa IMC, listed companies in the securities market, are on the verge of delisting due to the rejection of audit opinions by external auditors. If each of these companies submits an objection by the day, whether or not to be delisted will be confirmed after deliberation.On the KOSDAQ market, the companies that caused the delisting are the total number of companies such as Suseong Woosung Ivy Signal Entertainment M Venture Investment Party Games Asset Management Gamma Nu NexG Steel Flower Am Hi FT & E.S.G.G.D Trace Hansol Int.Cube DSK. Cathea Moda Moda.They will be decided whether to delist after receiving opinions from external auditors that refuse audit opinions due to limitations on the scope of audit and uncertainty of continuing companies. Among them, they have submitted an objection to delisting and are waiting for deliberation by the corporate review committee, and the rest will file an objection.In addition, the exchange designated companies that are at risk of delisting due to sales falling short of the standard or lack of stock distribution requirements as management items.In the securities market, the company was newly designated as a management item, including A REITs Hansol P&S, Samkwang Glass, and Albozen Korea, and the company was newly designated as a management item in the KOSDAQ market. Gaesa, where the reason for delisting occurred, and Rechem Ssangyong Information and Communication Skin & Skin were also designated as management items.Meanwhile, the exchange newly designated the company as an investor-inspired item that does not meet the standards of management items but needs to be careful about investment. Currently, all of the investor's ventilation stocks have increased to new companies.Daily An Lee Mi-kyung: Daily An Unauthorized transformation of electronic data No unauthorized distribution"
65,"The company's exit warning for insolvent companies in the general shareholders' season was issued with a warning for non-audit opinions such as rejection of opinions from external auditors if they do not file an objection within business days, including Cha Biotech Gam Manunex.According to the Korea Exchange and the Financial Supervisory Service's electronic disclosure system, all companies that caused delisting were rejected by external auditors in their audit reports until the same day.In the KOSPI market, Sungji Construction and Sehwa IMC were included, and in the KOSDAQ market, individual companies such as Suseong Woosung Ivy Party Games Asset Management Steel Flower were listed as eligible for eviction.These companies are currently in the management category. Reason for delisting It will be designated as a management item if any reason arises, such as the occurrence of continuous operating losses in the recent business year.In particular, Gamma Nunex magazine and others were rejected by Cha Biotech, a developer of stem cell treatments, for their financial statements last year. In the case of KOSDAQ-listed companies, the limit on the scope of rejection of inappropriate opinions is limited by audit opinions, and KOSPI companies are immediately subject to delisting if they are rejected. If these changes do not file an objection within business days from the date of receipt of the notice related to delisting, they will be removed.Although the deadline for submitting audit reports by listed companies for monthly settlement has expired due to the past, there is a high possibility that more companies will be ineligible for audit opinions, which are the reasons for delisting. The deadline for submitting this year's audit report was a week before the deadline for the general shareholders' meeting. Currently, the opening of KOSPI-listed companies such as Kumho Tire and Busan Corporation and the opening of KOSDAQ-listed companies such as Catea Reisen have not submitted audit reports. Stock market experts believe that companies that failed to submit audit reports on time are likely to be insolvent as the audit process is often not completed due to problems such as providing corporate data. If these companies do not submit a business report with an audit report by next month, the deadline for this year's business report, they will be designated as a management item and will be delisted if they do not submit it within the next day. Among the companies that delayed submission of audit reports, Reisen and Moda J. Stefan have received audit opinions that fall into non-appropriate categories such as rejection of appropriate opinions by the limited government, so the Korea Exchange has demanded an inquiry and suspended trading.Not long after announcing the favorable news of investor damage due to refusal of opinions from the audit, it was announced that it was rejected by an external auditor, requiring caution due to a number of investors who are suffering from suspension or delisting. Shares of KOSDAQ-listed Mercury soared from the previous day to the upper limit. Volume also exceeded Manchuria. The daily trading volume, which was the previous day, was only 10,000 shares, but the trading volume nearly doubled in one day. However, Mercury demanded an inquiry on the theory that the exchange was inappropriate for the audit opinion in the afternoon of the last day when the stock price went into the upper limit. The exchange suspended trading of shares. Mercury later announced that it had submitted an audit report that had been rejected. Mercury investors, who enjoyed the joy of the upper limit price, were immediately suspended from trading due to the occurrence of reasons for delisting.Mercury has submitted an objection to the auditor's refusal of opinion due to restrictions on the scope of audit. In response, the Korea Exchange said it will hold a corporate review committee within days from the date of receiving the objection to deliberate on whether to delist and decide whether to delist within days from the date of deliberation.In the case of Gamma Nu, which caused the reason for delisting due to the rejection of the audit's opinion on the past day, negative factors arose after announcing materials for improved performance. Gamamnu announced in a public announcement on the last day that its consolidated operating profit last year turned into a surplus year-on-year to 100 million won. The gist of the disclosure was that last year's sales increased year-on-year to KRW 100 million in net loss. Gamamnu shares surged the next day due to the market's closing announcement. Trading volume was also nearly double that of Manchuria the previous day. However, when asked by the Korea Exchange to disclose whether the audit opinion is inappropriate and whether it is true or not, Japanese Gamamnu announced that it was rejected through an audit report. The market responded that it was unconvinced that it was rejected by an external auditor just a day after the announcement of improved performance. In addition, companies designated as management items due to persistent deficits or inappropriate audit opinions as a result of settlement of accounts, such as Chabiotec Haengnamja, are also required to pay attention when investing. Stock market experts pointed out that if the audit report is not disclosed in time, the possibility of delisting the company should be suspected.Reporter Shin Dong-ju. Global Media World Daily"
66,"Concerns have grown over failure to submit a report on the risk of delisting due to the rejection of audit opinions by individual companies such as Party Games, and the deadline for submitting an audit report last year is approaching. In addition to being rejected by external auditors, a number of listed companies have also been on the verge of delisting due to accounting violations. Amid growing vigilance against listed companies that failed to submit audit reports by some deadline, it is pointed out that investment should be paid attention as the number of people subject to eviction may increase further depending on the results of the audit report.According to the Financial Supervisory Service, which rejected the audit opinion of listed companies this year, Party Games was suspended from trading stocks after receiving an audit opinion from an external auditor last year. Samjeong Accounting Corp., which audited Game Developer Party Games, a game developer famous for I Love Coffee, did not express its opinion due to a lack of evidence to determine the validity of the transaction and the adequacy of accounting. Party Games parent company Moda was also asked to disclose its audit opinion by the Korea Exchange, and Yellow Mobile, which decided to acquire Moda, withdrew its participation in a paid-in capital increase worth 100 million won.Including Party Games, there are a total of listed companies that have received rejection of audit opinions so far, including Sehwa IMC Sungji Construction in the securities market and Suseong Woosung I.B.M Venture Investment Signal Entertainment Group FT & E in the KOSDAQ market. The rejection of the audit opinion constitutes a reason for delisting, so they can file an objection with the Korea Exchange, and if there is no objection, the delisting process will proceed. CSA received limited opinions due to restrictions on the scope of audit, resulting in reasons for delisting.SIT Global was given an improvement period last year due to allegations of embezzlement worth 100 million won against the former CEO, and the delisting will be decided at the end of the recent improvement period. China Haoran was designated as a subject of substantial screening for listing eligibility due to the suspension of business of its Chinese subsidiary, which accounts for more than the total sales. Last year, the Financial Services Commission's Securities and Futures Commission's supervision of the Securities and Futures Commission was criticized for fines, and recently, it is on the list of comprehensive screening and will be decided next month. Gyeongnam Pharmaceutical was also determined to be eligible for listing due to a violation of accounting standards.Due to the delay in submitting the audit report, the monthly settlement corporation listed on the U.S. stock market is required to submit an audit report from an external auditor a week before the regular shareholders' meeting this month. Considering this, this year's deadline for submission could be extended to an additional number of listed companies that are not eligible for audit opinions as there are companies that are delayed in submitting audit reports until that day. More than half of the companies that received rejection of audit opinions last year also submitted audit reports past the deadline. Last year, in the securities market, the brokerage of dog companies that received rejection of audit opinions on the KOSDAQ was abolished. One of the reasons for the delisting is that operating losses occur for the first consecutive year, and there is a possibility that more companies will be at the crossroads of delisting. In fact, Korea Precision Machinery Co., Ltd. has been confirmed to have suffered operating losses for the past year in a row in its audit report submitted on the same day.Moreover, among companies that have been delayed in submitting audit reports, Reisen has been asked to disclose inquiries by exchanges related to inappropriate audit opinions, and CCS has been accused of embezzlement by the current management. As a result, companies that have been delayed in submitting audit reports, such as a sharp drop in CCS, showed a decline in stock prices. The engine and Coreentec also fell close together. Park Jong-sun, head of the small cap team at Eugene Investment & Securities, said, ""The audit report organizes all the households of the company, so we need to carefully examine whether there are any problems caused by the audit report.""Lee Hoseob's fun free webtoon... E-Daily Webtoon Subscribe to E-Daily on Naver Main Make friends with E-Daily Facebook Comprehensive Economic Information Media E-Daily Unauthorized Reproduction Prohibition"
67,"Winnerys announced in a regulatory filing that it has completed the reduction of common stock Manchuria to Manchuria. As a result, the capital also decreased from about 100 million won to about 100 million won.Reporter Koo Eun-mo... Set up a Naver channel and confirm winning roulette Yang Nak-gyu's military story, reading fun and novel science, watching the world's window economy, prohibiting the distribution of unauthorized Asian economy"
68,"Reporter Jang Seo-woo of Seoul Newsys, Winnerys, a general wholesale company for KOSDAQ-listed products, announced that outside director Song Wan resigned in the middle for personal reasons. Newsis Big Data Stock Price Index Shortcut Newsis Copyright Owner Empathy Press Newsis Newsis News Agency. No unauthorized re-distribution."
69,"The KOSDAQ Market Headquarters of the Korea Stock Exchange announced that Winnerys will be designated as an unfaithful disclosure corporation.This is why the disclosure is reversed. Warner has withdrawn after deciding to acquire shares and investment securities of other corporations.Reporter Lee Jae-won, a hot article about the local elections preview report.Real-time News Money Today, where copyright holders' money is visible, cannot be reproduced or redistributed without permission"
70,"More and more companies have raised large-scale funds through the issuance of mezzanine, such as convertible bonds and bonds with new stock certificates, which are overheated in the KOSDAQ market, but are delisting or barely holding out.According to the Japan Financial Supervisory Service and others, Kiwi Media Group, a listed company in the securities market, is the most frequently issued company from the year when mezzanine issuance began in earnest in Korea to last year. Kiwi Media Group recorded the issuance of mezzanine at general meetings and meetings during this period. It was followed by Trace Bion Winners in the KOSDAQ market.Many of the top listed companies in the issuance performance have poor financial status. There are also so-called marginal companies. The Korea Exchange's KOSDAQ Market Committee, which issued the general meeting, was notified of the decision to delist it on the last day.Trace Winner's M Venture Investment was also suspended recently after receiving a rejection of an audit opinion from an external accounting Signal Entertainment Group, which was delisted earlier this month, also issued mezzanine issues. An exchange official said, ""More and more people are raising funds with mezzanine for mergers and acquisitions or facility investment, but we should be careful as some insolvent companies are in need of urgent funds.""Among the top listed companies with mezzanine issuance, there are many companies whose issuance exceeds the company's market capitalization. Trace and Winner's issuance has been 100 million won each over the past year, with market capitalization of only 100 million won each before the suspension.An analyst at a securities firm said, ""It is natural for growth companies such as bio to use them to lower procurement costs, but more and more people are in conflict with existing shareholders due to dilution of shares.""Reporter Kim Dong-hyun: Korean economy, prohibition of unauthorized propagation and redistribution"
71,". Winner's, which is in the business of biopharmaceuticals and industrial safety solutions. Winnerys was announced to be designated as an unfaithful disclosure corporation on the last day. The reason is that it withdrew after deciding to acquire stocks and investment securities of other corporations. Earlier, the Securities and Futures Commission filed a complaint with the prosecution against Winner's company and former CEO for falsely calculating sales and sales costs and not listing information comments on major customers.Although the government is trying to revitalize the KOSDAQ market, KOSDAQ-listed companies are not fulfilling their disclosure obligations. In order to revitalize the KOSDAQ market, recovery of market confidence from investors should be a priority, but listed companies are actually abandoning it.According to the electronic disclosure system of the Japan Financial Supervisory Service, the total number of cases designated as unfaithful disclosure corporations in the KOSDAQ market has reached this year. This is an increase from the same period last year.In particular, it is twice as many as the securities market during the same period.Looking at the cases of unfaithful disclosure by type, the most common cases were non-compliance with disclosure that did not meet the reporting deadline. Subsequently, the reversal of the disclosure was only one change in the disclosure that changed the existing disclosure contents by a certain percentage or more.If it is designated as an unfaithful disclosure corporation, penalty points will be imposed, and if the cumulative penalty points exceed the accumulated penalty points within the past year from the date of imposition, it will be designated as a management item or suspended for a certain period of time. If the issue is serious, it can lead to delisting.Last month, a Chinese company, China Ocean Resources, was designated as an unfaithful disclosure corporation due to a series of false disclosures, and even delisting was decided.The problem is that the number of unfaithful disclosure corporations designated does not increase. The number of KOSDAQ unfaithful disclosure corporations designated last year is number. During the same period, it was six times more than the number of designated securities markets. In the year, the number of designated KOSDAQ unfaithful disclosure corporations reached the number.The increase in unfaithful disclosure corporations can lead to distrust in investment. Above all, recovery of market confidence is the key to respond to the government's measures to revitalize the KOSDAQ market.An industry source said, ""As KOSDAQ-listed companies are often more difficult to apply in terms of manpower than KOSPI-listed companies, there are many cases where they are designated as unfaithful disclosure corporations,"" but added, ""In order to meet the government's revitalization policy, we need to fulfill the disclosure obligations."" Kang Jae-woong's story about everything in the world, ""Pas"" is an entertainment news star, copyright holder, and financial news. No unauthorized re-distribution"
72,Changed Listed Fox Brain AiBit General Public Subscription Winner's Public Subscription IQ Korea Economy. No unauthorized reproduction or redistribution
73,"The Ministry of Strategy and Finance will hold a financial management inspection meeting at the Seoul Regional Procurement Service today to check the budget execution status. The meeting, which will be presided over by Vice Minister of Economy and Finance Kim Yong-jin, will check the execution performance of the main budget, including the extra budget. The Korea Development Institute will hold an international conference on the Moon Jae In government's income-led growth policy evaluation and assignments at the Korea Press Center. This conference is expected to be a place to look back on the income-led growth year, a key policy stance of the Moon Jae In government, and explore future tasks.The Ministry of Health, Health and Welfare's comprehensive measures to prevent infections related to long-term care in the morning, the Ministry of Health and Welfare's report. Economic, Financial, Statistics, Youth, Innovation, Growth, Strategy and Evaluation University of Michigan Consumer Sentiment Index Europe Monthly Consumer Price Index Japan Monthly Mining Industry Production Japan Monthly unemployment rate Korea Iron & Steel Co., Ltd. Shareholders' meeting Harim Shareholders' meeting Red Rover shareholders' meeting evaluation information. Honey Jam Webtoon Comprehensive Economic Information Media E-Daily Prohibition of Unauthorized Redistribution"
74,"The Ministry of Strategy and Finance will hold a financial management inspection meeting at the Seoul Regional Procurement Service tomorrow to check the current status of budget execution. The meeting, which will be presided over by Vice Minister of Economy and Finance Kim Yong-jin, will check the execution performance of the main budget, including the extra budget. The Korea Development Institute will hold an international conference on the Moon Jae In government's income-led growth policy evaluation and assignments at the Korea Press Center. This conference is expected to be a place to look back on the income-led growth year, a key policy stance of the Moon Jae In government, and explore future tasks.The Ministry of Health, Health and Welfare's comprehensive measures to prevent infections related to long-term care in the morning, the Ministry of Health and Welfare's report. Economic, Financial, Statistics, Youth, Innovation, Growth, Strategy and Evaluation University of Michigan Consumer Sentiment Index Europe Monthly Consumer Price Index Japan Monthly Mining Industry Production Japan Monthly unemployment rate Korea Iron & Steel Co., Ltd. Shareholders' meeting Harim Shareholders' meeting Red Rover shareholders' meeting evaluation information. Honey Jam Webtoon Comprehensive Economic Information Media E-Daily Prohibition of Unauthorized Redistribution"
75,"After the market closed, major public securities markets decided to dispose of common shareholders, Celltrion, Biosimilar antibody drug supply, Sinsong Foods subsidiary, Sinsong Foods, Short-term borrowing, etc. No major disclosures related to changes in the market. Financial holding company, Jeon Yoon Chul, etc., rejectedChange to Kim Sang-ki, sole CEO of Change Gammanu, and a strong investor in issuing convertible bonds worth KRW 100 million in Vietnamese debt guarantees for KF affiliates.Now check the stock market price in Seoul Economy Blockchain's Everything: No Reproduction or Redistribution of Seoul Economy Copyright Holder"
76,"Union Community announced that it will absorb and merge Nitzen. It is a decision to reduce costs and maximize business competitiveness for organizational integration. The company said it currently owns shares issued by Nitzen and that the merger will not affect the management and financial operations of the surviving company Union Community as it proceeds with an uncapitalized merger. In addition, it is expected to reduce costs through organizational integration and improve business competitiveness.Telechips made a public announcement that its provisional operating profit for the quarter of this year was KRW 100 million, up from the same period last year. Net income rose to millions of won for the term. Sales have increased to 100 million won.Taeyang C&L announced that it will change its name to KDN Bio. The decision was made at an extraordinary shareholders' meeting. The company explained the reason that it is in terms of inventory of the company's image due to business diversification. Meanwhile, new CEO Kim In-soo and Lee Hong-min were also appointed at the shareholders' meeting. Former CEO Bang Heon-kyun Kang Deok-shin resigned.Hanjin Heavy Industries & Construction announced on a daily basis that it has decided to guarantee debts worth billions of won to its affiliate Subic Shipyard in the Philippines. The creditor is the Bank of the Philippines, and the proportion of the deposit amount to equity capital is . The company said it provided guarantees for its affiliate's shipbuilding financing limit.Gemini Investment made a public announcement that its individual-based operating loss turned into a deficit of KRW 100 million this year. Net loss for the current term also turned into a deficit of 100 million won. Sales are down to millions of won. The company explained that there was a decrease in operating profit due to an increase in bad debt amortization costs, and that the decrease in net profit was due to the loss of disposal of tangible assets.Seohee Construction announced on a daily basis that it has signed a contract with the Songwoo Regional Housing Association in Pocheon for the construction of a new apartment in the Songwoo Regional Housing Association worth billions of won. It's the size of recent sales. The contract runs from the coming month to the year.DMC announced that CEO Kim Young-chae and Kim Young-sik resigned as in-house directors and CEO for personal reasons. CEO Kwon Hyuk-chan was newly appointed as a successor.Hyundai Home Shopping announced in a regulatory filing that its provisional operating profit for the quarter of this year fell to KRW 100 million from a year earlier. During the same period, net income increased to KRW 100 million. Sales fell to millions of won.Shinsegae E&C made a public announcement that it has signed a contract with Shinsegae Hana No. 1 corporate rental consignment management real estate investment company to build a new corporate rental house in Hakseong-dong, Jung-gu, Ulsan. The contract period is from the day of the month to the day of the year.Dongwon Industrial announced in a regulatory filing that its quarterly operating profit based on consolidated financial statements rose to KRW 100 million from a year earlier. During the same period, net profit increased by KRW 100 million, and sales increased to KRW 100 million.Inseon ENT made a public announcement that it has invested KRW 100 million to increase investment in Sacheon landfill facilities. The amount of investment is in proportion to equity. The company announced the purpose of the investment as expanding the business area by creating a new waste landfill site.Medipron made a public announcement that its individual-based operating deficit in the quarter of this year was KRW 100 million, which turned into a deficit compared to the same period last year. Sales for the quarter were 100 million won, up from the same period last year.Byromed made a public announcement that it has invested hundreds of millions of won in building offices and research facilities. It's the scale of equity. The company said it aims to build a new office building and expand research facilities to build hardware infrastructure necessary for the development of new drugs.CCS made a public announcement that it had not received any notification or investigation related to the current management's defendant's case in an inquiry into the defendant's allegation of embezzlement by management. Earlier, the Korea Exchange demanded an inquiry into the allegation of embezzlement by CCS' current management.Avatek announced that its consolidated operating profit for the quarter of this year was KRW 100 million, down from the same period last year. Sales decreased to KRW 100 million compared to the same period last year. Net income for the current term is also reduced to millions of won.Citi K Cosmetics announced on a daily basis that its temporary operating loss in the quarter of this year was KRW 100 million, turning into a deficit compared to the same period last year. Net profit for the current term was 100 million won, down from the same period last year. The sales amount is 100 million won. Compared to the same period last year, it decreased.Gyeongnam Pharmaceutical announced in a regulatory filing that it will change its largest shareholder through a paid-in capital increase. The bidding method is an open competitive bidding method. If you are willing to take over Gyeongnam Pharmaceutical, you can apply for a letter of intent to take over from Monday to Sunday to Nexus, a law firm.The KOSDAQ Market Headquarters of the Korea Exchange announced that Winnerys will be designated as an unfaithful disclosure corporation. This is why the disclosure is reversed. Warner has withdrawn after deciding to acquire shares and investment securities of other corporations.Magic Micro announced in a public announcement that the stock transferee and others have changed in the stock transfer contract that entails a change in the largest shareholder. The transferee of the stock has been changed from Soma Partners Global YMS Yoo Hyun-kwon to Golden Company Investment Advisory Gangwon-gu Kim Hyun-sung, Kim Hyun-guk, Han Ae-seop, Shin-hee Kim, Jeon Yoon-kyung, Future Tech One Yoo Hyun-kwon. The number of shares to be owned by the largest shareholder will also be changed from Manchuria to Manchuria, and the share ratio will be changed from .Dongwon Systems made a public announcement that its quarterly operating profit based on consolidated financial statements fell year-on-year to KRW 100 million. During the same period, net profit fell to KRW 100 million, and sales increased to KRW 100 million.Hot News Local Election Preview Report Shin Ah-reum Reporters Copyright Money Real Time News Money Today Don't Reproduce or Redistribute Unauthorized Materials"
