,0
24,"Following is the news of major stocks after the close of the market. Dawonsys announced that it had signed a treasury stock trust contract worth KRW 100 million to stabilize the stock price of Dawonsys. It was announced that the liquidity supply contract signed with Daewoo Securities would be terminated due to the expiration of the period. In order to improve the financial structure of Bohae Brewing Co., Ltd., Yuil Co., Ltd. announced that it had decided to dispose of the site and water in Nabul-ri, Samho-eup, Yeongap, Jeollanam-do for 100 million won. Romanson Private Investor Jeong Seong-hoon announced that he had acquired an additional share of . to participate in management. The G&ST Korea Exchange requested G&ST to disclose specific reasons that could affect the recent plunge in the stock price. It announced that it had decided to dispose of it. Gyeryong Construction Industry announced that it had decided to guarantee a debt of 100 million won to the development of the floating oil industry. Kumho Express Seoul Express Bus Terminal Daewoo E&C has decided to repay borrowings through the sale of its stake in Kumho Industrial and improve its financial soundness. It was announced on the same day that it would dispose of its holdings in affiliates. The amount of disposal is 100 billion won each. Samsung Techwin announced that Kim Kyun-seop, outside director of Samsung Techwin, would be retiring due to personal reasons. It announced that it would be designated as an unfaithful disclosure corporation on the grounds that it overturned the disclosure content. It is equivalent to last year's sales, and the contract period is until the next day. According to the decision to delist Daewoo Songdo Development, it was announced that it had been approved for withdrawal of 10,000 shares of protection deposits through capital increase. announced The date of occurrence is the previous month, in a scale corresponding to . to equity capital. The Korea Exchange announced that DVS would be designated as a non-faithful disclosure corporation, stating that DVS delayed the disclosure of the principal and interest of the loan. During the same period, sales were in the billions of dollars. It decreased and the net loss continued to be in the billions of won. In addition, it disclosed that the fact that the total capital was eroded on the consolidated financial statements. The Korea Exchange urged investors to be careful, saying that if you do not enter the facts of encroachment on the total capital and the resolution of the relevant business report by the deadline, you may fall under the delisting criteria. Comprehensive broadcasting E-Daily Real-time news and financial market in the palm of your hand E-Daily Market Point, Korea's best financial information terminal for mobile service experts. Korea's best securities expert broadcasting E-Daily Customer Service Center Comprehensive economic information media E-Daily Unauthorized reproduction and redistribution prohibited"
25,"Coin stocks, which were relatively prominent in a bear market, are not as strong as they used to be. In the past, investors flocked to and from all industries, and they would have fluctuated, but these days, the popularity of coin stocks has waned. It is also called shopping cart stock in the sense that it can be traded with the remaining change. fell. Although the trading volume has increased compared to the previous day, most of them only had people who wanted to sell, and it was difficult to find people who wanted to buy. G&ST has been designated as a management item by recording operating losses over the past five business years. As a result, the stock price also fell this year as of today. since the month of . decreased. The situation of the related company, Curious, is similar. compared to the previous day. Curious, who closed the market on a downward trend, only moved after the month of . plummeted Curious's financial structure deteriorated over the past five business years, and investor sentiment sharply contracted when it was limited to an audit opinion. Orient Present, which produces electronic parts, was designated as a management item and an investor alert item. got off During the same period, GI Bio, a company related to bio and security solutions, also suffered from bad news large and small. An official from the securities industry said that the fact that the stock price is less than the face value is proof that the company is not that good. A researcher at The University of Science and Technology said that as individual investors' interest shifted to political-themed stocks ahead of the year-end presidential election, coin stocks are relatively marginalized. .Joseon Biz Hot News Unable to find a house Uproar in Daegu real estate market Disruption of Samsung's Busan plant Businesses who open the reason door and turn on the air conditioner Why do they want to throw away their old bankbook The luxury bag fashion is over The rich have changed tastes."
26,"G&ST, a KOSDAQ listed company, recorded a weekly high last month. As the stock price continued to rise for several days, individual investors flocked in. However, G&ST recorded the highest price and plummeted immediately. This was because foreign hedge funds exercised a large amount of warrants. As of the closing price of the day, G&ST recorded won. It is negative compared to won, the highest price achieved on a monthly basis. Based on the closing price on the same day, the amount is negative. On the other hand, Peterbeck's partner, a foreign hedge fund, who was the main culprit in the share price decline, made a good profit. When investors' interest in G&ST peaked, Peterbeck exercised some of the warrants it had and took possession of 10,000 shares of common stock. it was The exercise price of the warrants held by Peter Beck was initially KRW, but after several adjustments it was lowered to KRW per share. The sale price ranges from KRW per share to KRW per share, and Peterbeck earned a profit of about KRW 10,000 from the sale of the stock. The stock price of G&ST, where Peterbeck recorded the highest rate of return, fell nearly as much as possible. Peterbeck also succeeded in disposing most of the warrants he held without exercising it in addition to the profit from the sale of the stock. Peterbeck sold the preemptive rights it held in two separate installments on the day of this month. The warrants sold over-the-counter were large enough to acquire a total of 10,000 common stocks. Although the exact profit from the sale of the warrants was not disclosed, Peter Beck obtained billions of won in exchange for selling the warrants. . On the other hand, the stock price of G&ST during the period was . There was a similar case last year as well. Last month, Sundosoft, a KOSDAQ company, was seized and searched by the prosecution after allegations of embezzlement and stock manipulation of its CEO were raised. Sundosoft's stock price plummeted for four days due to the sudden bad news. However, Peter Beck, who had the preemptive right of Sundosoft, exercised the preemptive right a week before the prosecution's announcement, and acquired common stock at a low price and sold it at a high price. They sold it back at a price and made a profit. At that time, while Peterbeck earned . A KOSDAQ industry official said that hedge funds usually hold derivatives such as bonds with warrants or convertible bonds, and then exercise them at an appropriate time to make a profit and change companies. It is explained that it often goes down. Chosun Biz Hot News The nightmare of Jinju suffered by Japan The telecommunications industry general who survived the merger of Qatar Douban Times clearer than the iPhone The comic bookstore Pureview Seoboni Haitai Confectionery mobilizes staff to Art Valley Shoveling and washing dishes at will Paper solar cell development."
27,"Suspension of stock price declines, such as Free Tour, to close monthly accounts Listed corporations are increasingly being pushed to the brink as they fail to submit their audit reports within the set deadline. It appeared that it was not submitted. As a result, the company's stock price has fallen, as well as the company's infidelity disclosure of transaction suspension, and the disclosure of an audit opinion that is not appropriate. . Kukdong was bearish throughout the day, but at the end of the market, abnormal signs of a surge of . The market ended with a decline. In the KOSDAQ market, KSC B Digital Aria Blue Gem DNC Clunet Free Tour Hanlim Chang-Tung G&ST Turbo Tech UI Energy Apr Technology did not submit an audit report. Is . On the other hand, digital aria fell . went up Blue Gem DNC, which has already been designated as a cautionary stock and has been suspended from trading, was additionally designated as an unfaithful disclosure law on the same day. Daeguk Clunet Ui Energy Apro Technology, which is a trading suspension item, also did not issue an audit report. The exchange requested the disclosure of an inquiry related to the opinion that the audit opinion is inappropriate for a large country. On that day, Hanlim Changtoo and G&ST fell to the price limit, and Turbo Tech had a . On the other hand, the free tour was . went up The deadline for submitting audit reports for these companies was one. Most companies that have failed to submit an audit report are in a position of delay because they have not yet received an audit report from an external accounting firm. was found to be An exchange official urged investors to be cautious, saying that there were many cases where disclosure was not made within the deadline because companies with inappropriate audit opinions avoid disclosure of audit reports."
28,"The KOSDAQ index, which had been declining for consecutive trading days, is turning upward. The KOSDAQ index on the day started trading at a .point increase compared to the previous day. Institutions are selling while individuals and foreigners have a buying advantage. Individuals are buying with 100 million won and foreigners are net buying with 100 million won, while institutions have the advantage of selling with 100 million won. Institutions are mainly selling banks and investment trusts. Most of the top-ranked stocks in the KOSDAQ market are on the rise. Celltrion and Daum O Shopping Seoul Semiconductor, POSCO Broadband SFA Dongseo, etc. among the top-ranked stocks by market cap are on the rise. The golf zone, which had been rising for consecutive trading days, is falling. As of the hour of the hour, Hwail Pharm and Daeho PNCW Dastech Barunson Games Bitsam Electronics are trading at the upper limit. Since the listing, the price of Bitsam Electronics has risen as much as it can rise for one consecutive trading day. On the other hand, GI Bio and G&ST are trading at the lower limit. GI Bio was designated as a management item on the last day, and G&ST is designated as an investment ventilator item. Meanwhile, stocks related to the defense industry are rising under the influence of the Nuclear Security Summit to be held in Seoul from this day to Sunday. Speco and Big Tech Huneed First Tech are on the rise. Chosun Biz Hot News Even if the two die, the single earner and the Chai Geon-hee family barely earned a billion dollars a day Sitting on the road Cornering at the speed of an hour Thrilling celebrity wedding sponsorship The prospective couple pulls out the spine When are you? Facebook knows if you will love it."
29,"As of the morning of the morning of the day, according to the Korea Exchange, listed companies that have not yet submitted an audit report among listed companies with monthly settlements are KSCB MS Autotech Eduence. Digital Aria Edubox Blue Gem D&C Clunet Unichem Free Tour Hanlim Chang-tu, G&ST Turbo Tech Kukdong Hyundai PNC Hermes Holdings Pyeongan Mulsan Mirinet Apr Technology UI Energy Ro. has submitted a separate audit report, but has not issued a consolidated audit report. Listed companies are required to disclose their audit reports one week before the general shareholders' meeting. As the date of the general meeting of shareholders differs for each listed company, the submission deadline is different for each, but the deadline for the general meeting of shareholders is a day, so the day before the day was the deadline for submitting the audit report. Companies that have delayed the submission of audit reports, except for Mirinette and Hermes Holdings, are reporting that the submission is being delayed due to delayed audits by external auditors. There are no sanctions. However, investors are cautioned because there are cases in which some marginal companies delay the submission of audit reports and maliciously hide accounting-related information such as inappropriate audit opinions. Among all the companies that were delisted for reasons, one did not meet the deadline for submitting the audit report. Again, among the companies that failed to submit the audit report in a timely manner, one is designated as a management item or an investment alert item. Blue Gem DNC's Hanlim startup giant G&ST UI Energy, Apro Technology, Miranet, Pyeongan Trading, etc. In particular, the previous day, the big country was asked to disclose an inquiry regarding the opinion that the audit opinion is inappropriate. The company replied that the details were not confirmed because it did not receive the audit report. Il-Soon Dan, the head of the Korea Exchange's stock market disclosure team, maliciously said that they are strengthening monitoring by confirming the reason for not submitting the audit report to both the relevant corporation and external auditors. He said that if the fact of delaying the disclosure of the audit report is discovered, market action will be taken immediately. The list of companies that do not comply with the audit report is continuously updated on the Korea Exchange website and listing disclosure system. Ga-in, only you don’t know about MV sensationalism Mythic economic ranking A decent person, a tough person, really, anyone wants to cheat at a time like this Couples in crisis Shin Eun-kyung sold out Miranda Kerr Breathtaking line Habit of calling success Hankyung.com Prohibition of reproduction and redistribution Korea Online News We exercise copyright in accordance with the digital news usage rules of the association"
30,"Improvement in management indicators showing an upward trend before being designated as well-made Coin stocks still need attention Some stocks are recovering to their pre-designation level. In line with the earnings release season, companies with improved management indicators are attracting investors' attention again. The designation of ventilation stocks is a system that has been in effect since last year, and is designed to select companies that need attention in corporate continuity and management transparency to inform investors. According to the Korea Exchange on the day, among the dog stocks that were designated as alerting stocks for investors last month, sublimation industry Wellmade SAT Accuris G&ST J-Way showed that they recovered their stock prices before designation as alerting stocks. The stock price has risen more than ever. The stock price, which was won on a monthly basis last year before designation as a ventilation stock, once dropped to won, but the stock price has been steadily rising since last month. At the closing price of the day, it closed in the won. As the stock price went up, last month, Peterbeck Partner, a foreign hedge fund, exercised a large amount of warrants and made a profit on the sale of the stock through an exchange sale. seemed Wellmade's operating performance turned to the black last year was the main reason. Although the net loss continued, the deficit decreased compared to last year. J-Way changed its name from SQN to its current name after being designated as a ventilator in last month. Also, at the end of last year, some capital erosion was alleviated by issuing a rights issue worth 100 million won. In addition, SAT Accuris Sublimation Industry's stock price is higher than before designation as a ventilation item. Since most of them are so, investors still need to be careful. An insider in the securities industry said that most of the so-called coin stocks priced at several hundred won per share, so the stock price could fluctuate even with small transactions, so be careful. An investigation will be conducted for designation. It is still difficult to judge the results of the selection of ventilation items based on only a few indicators. An official from the exchange said that it is impossible to determine whether or not to be included in the listed stocks based on only a few variables such as performance, saying that the stocks are selected using a statistical system that includes quantitative variables such as debt ratio and market capitalization and qualitative variables such as the change of the CEO for violation of disclosure. Meanwhile, among the dog stocks that were selected as the monthly stocks last year, all of them were delisted, including L&Pianus Green Technology Investment and A-One Micro Erum NG Tozai Holdings. The key to investing in the Asian economy in my hand, which can be found anywhere, anytime, is... Reporter Ji Seon-ho A window to the world An eye to see the economy Asian economy Unauthorized distribution is prohibited. How many kissing rooms are there? When you see a woman, her size is Lee Seung-gi Why are you saying this, my next door neighbor, I found out the secret of math grades.. The end of the moon was like this. Spoiler in the end"
31,"Hynix Fashion Hotel Shilla Basic House, after expanding into Daechang KBT Kukdong small and medium-sized companies to buy fashion hotel Shilla turnaround In addition to net purchases, it swept up industry leaders such as Hyundai Heavy Industries, Chemicals, POSCO and Hyundai Motors. Although this phenomenon was overshadowed by foreign investors' preference for industry representatives, there are some stocks that are bought a lot in terms of quantity. Stock market experts advised that it is necessary to pay attention to companies that have room until they reach the previous highest holding ratio among stocks in which foreigners are steadily increasing their holdings. Betting on turnaround stocks. is all The stock price of the company, which was cut in half last year due to the European financial crisis and concerns about earnings resulting from the fall in polysilicon prices, is drawing a steep upward curve due to the inflow of foreign purchases. The foreign ownership ratio increased by . It is analyzed that there is still room left until reaching the . Most of them are stocks that are raising expectations for a turnaround this year, including Hynix, which is expected to shake off the sluggish earnings in the first quarter. Fashion and Basic House are expected to show growth momentum in areas such as new brand launches and overseas businesses, out of poor performance due to sluggish domestic and Chinese businesses. As of the last day, foreign ownership of Hynix and Fashion was . close to the highest share. However, Hotel Shilla and Basic House, which currently hold . and . Even Hankook Tire, which increased its stake to . A representative company is Daechang, a company specializing in brass rods. Daechang has the largest share of the Asian brass bar market as well as the domestic market. Stock market experts are analyzing the recent rise in copper prices and expectations for an improvement in the company's earnings have fueled foreign purchases. This year, foreign ownership of Daechang has increased from . to . The stock price is also higher than at the beginning of the year. Kukdong Capro and others have also recorded . Foreigners have bought KBT G&ST more than this year, including increasing their stake in LDT from . to . at the beginning of the year. LDT, which supplies circuit parts to Samsung Electronics, is being talked about as a beneficiary of increased investment in the field and recovery of the industry. Reporter Sung-Tae Son . Tony Ahn The only reason for celebrity business going bankrupt Writer Sung-han Lim’s younger husband Son Moon-kwon Hanging by hanging Suicide Standing in line is a basic Seoul restaurant Food and Drug Administration cancer-causing chopsticks distribution Knowingly shhh IU is the habit of uncles falling in love with success The Korean Economic Daily Prohibits unauthorized reproduction and redistribution Korea Online Newspaper Association We exercise copyright in accordance with the digital news usage rules of"
32,"Paid subscription date Hansung Lcomtech new stock allocation standard date Alpha Chips additional listing Orion Hansol Technics Funnus Shinsung Solar Energy G&ST Turbo Tech G&ST Trace High Cell Viromed Monster Shrimp Capture The size of a normal shrimp for three years Wife Husband and daughter misunderstanding Visual shock Princess Thumb Women's topical boyfriend and height difference Infinite Challenge Years later, God also found a huge ant den for hair loss treatment The topical penthouse is the Queen's Ants Herald Live News Herald Economy . Unauthorized reproduction and redistribution prohibited"
33,The KOSDAQ market headquarters of the Korea Exchange announced on the day that G&ST's stock trading was suspended due to the occurrence of a management stock. The suspension period is until the close of the market on the same day. Tablo's father's birthday ceremony Daughter-in-law Kang Hye-jeong Tears Special lecture at Hankuk University of Foreign Studies Let's go with the Korean Wave in Korean Applause bursts out Kim Soo-hyun's school days tourist bus feverish fashion king Yuri Lee Je-hoon Deep kissing scene Eun-gyo shocking exposure Kim Go-eun actually saw it
34,"G&ST announced on the same day that the submission and disclosure of the audit report, which was due on the same day, was delayed due to the delay in submitting data. The hot issue at the start of the shareholders' meeting is the stock pick up in front of the G&ST company. Unintentionally, you plug it in. Oil costs won per liter of gasoline. When you receive a call, you pay 10,000 won. The ghost story is Santa Fe's first application of advanced options. Time News Money Today Prohibition of unauthorized reproduction and redistribution"
35,"Herald Saengsaeng News Oriental Precision and Oullim Elsys Oullim Information Oullim Net G&ST and other listed companies are in danger of being delisted. .Impairment loss occurs when the recoverable amount is less than the book value due to a sharp decline in the value of tangible assets and refers to the difference between the recoverable amount and the book value. Companies that have not submitted an audit report, such as G&ST, will undergo delisting procedures if they do not submit a report by the next day. Listed companies newly designated as management items are companies. As mentioned above, Eduence became a management item due to the reason that the semi-annual review opinion was not appropriate. Among companies that have already been managed or are undergoing delisting procedures, a reason has been added. Orient Present NK Bio GI Bio Curious Infinite Investment Encroachment has become more than an encroachment. Companies such as OrientPresen Curious have less than KRW 100 million in equity capital, NK Bio, Entertainment Technology, PSMC, UI Energy, etc. have inappropriate semi-annual review opinions Oullim Elsys Oullim Information Oullim Net, etc., were added as reasons for not submitting the semi-annual report. Hubyron and Acutech were partially lifted from management stocks due to the resolution of capital erosion. Among KOSPI listed companies, Bae Myung Metal, which did not submit a semi-annual report, was designated as a management item and trading was suspended for one day. Construction companies, including Byucksan Construction Samhwan Enterprises, added a semi-annual review opinion and rejection of opinions to the reason for designation as a management item, respectively, and the suspension was lifted from the same day. Screen decoration Yoon Jin-i Kim Woo-bin Lee Jong-hyun was the biggest beneficiary of the new product Sandara Park Sense Wreath Mapo Style Psy Cheering Herald Vivid News Herald Economy . Unauthorized reproduction and redistribution prohibited"
36,"Oullim Corporation, including Oullim Information Technology, Oullim Network, and others, was eventually in danger of being delisted. As a result of the closing of the semiannual report for the past year, the Korea Exchange said that companies such as Oullim Elsis, Oullim Networks, Oullim Information Technology G&ST, etc. failed to submit the semi-annual report within the deadline. said. G&ST submitted the semi-annual report but failed to submit the audit report. These companies are given an additional deadline from the day after the statutory submission deadline. Therefore, if the semi-annual report is not submitted by the end of the year, it will be delisted. Among them, Oullim Corporation has been designated as a management item because it exceeded the capital erosion rate in the last fiscal year. In the first half of this year, if the capital erosion rate exceeds , exit from the stock market is confirmed. In the semi-annual report, even if the auditor rejects an unfavorable opinion and receives a limited evaluation due to the limited scope of the audit, the delisting process begins. Acutech and Hubyron, which were designated as management items because their capital erosion rate exceeded Some of the reasons have been lifted. In the stock market, Samwhan Corporation, Byucksan Construction, Namkwang Engineering & Construction, etc. received evaluations of rejection of opinions on the semi-annual report. These companies are already in the process of corporate rehabilitation, and only the reason for designation of management items has been added. I wanted to show the best of Son Yeon-jae as a result of the shocking results of the voters running for president Ahn Cheol-soo. Ha Ha-byeol Mon Sun Marriage speed violation No selfish lines"
37,"The KOSDAQ index, which had a strong correction energy in the early days of Com2uS shares, ended up rising every day of the week and eventually turned positive. As of last month, the KOSDAQ index closed with a . did. The stock price of companies belonging to the Ministry of Blueprints is . This led to the overall rise in the index. On the other hand, stocks in the Ministry of New Growth and Development recorded a decline of . Institutions recorded a net purchase of 100 million won, and foreigners recorded a buying advantage of 100 million won. On the other hand, individuals completed the transaction with a selling advantage of 100 million won. The stock that received the most love calls from institutions in the KOSDAQ market during this period was Com2us, which recorded a 100 million won buy advantage. ELK and SM also showed institutional net buying of more than 100 million won. On the other hand, Sungwoo Hitech was rejected by institutions with a net sale of 100 million won. During the same period, Daum net bought Daum by KRW 100 million. Gamevil and CTC Bio Paradise Seoul Semiconductor Hangul and Computer were also listed in the top foreign net buying list. However, Home Shopping and Golf Zone Nable Hitech Farm Duksan Hi-Metal were counted as top foreign net sellers. During the same period, the stock that had the largest share price increase in the KOSDAQ market during the same period was tri-circle, which recorded an increase of . Sublime Construction's SAMT Mobility Energy Solution, etc. also showed a high share price increase. On the other hand, Humantech Korea Dongguk Eddy Company, TCK Eduence, etc.'s share price fell abnormally. Kia New Good price notice How cheap is the financial position and you will regret paying off all your debts... Joe Refusal Touches Chairman Lee Min-joo Time Coffee Shop How Much More Do You Make? Max Samsung Baseball Championship Discount Unauthorized reproduction and redistribution prohibited"
38,"Tri-Circle, an educational contents company, is plummeting due to the bad news of the former CEO's breach of trust. The circle that fell is recorded. It has been declining for four days in a row, and double work has recorded the lowest price. According to the electronic disclosure of the Financial Supervisory Service, Lee Sang-hee, the former CEO of Tri-Circle, was arrested on charges of breach of trust. He said that he was found and arrested, and that what has been confirmed is currently under investigation by the prosecution and said that he will re-disclose the details as soon as they are confirmed. Operating loss and net loss amounted to KRW billion and KRW billion, respectively. Kwon Joo-yeon I can't take my eyes off her charming provocation Goose Daddy vs. Wife Stop going to America Stop Kim Ha-neul Her verse class is Girls' Generation's Yoona Goddess' slender legs Hong Soo-ah Dangerous half-naked exposure"
39,"Tri-Circle announced that as CEO Lee Sang-hee resigned, the CEO changed to Mr. Kyung-hee Yoon. Chosun Biz Hot News Sign a contract immediately Thousands of people to block the panic, people flock to the auction of an apartment of 1 million square meters."
40,The Korea Exchange requested Il Tri-Circle to disclose the facts and details of the alleged breach of the former CEO. The deadline for responses is noon on Sunday. Kim Bo-kyung
41,"Behind the scenes of improving financial structure...Purchasing land repurchase rights in Daebu-dong, Ansan, Gyeonggi-do The Bell|This article was published in the monthly capital market media Money Today. thanks to the success in Over the past year, it has raised more than 100 million won through capital increase and the issuance of bonds with warrants. Among them, the issuance of billions of won is included. The strange thing is that Tri-Circle invested such a large amount in real estate beneficiary certificates rather than repaying borrowings. The size of the procurement is billions of won. The issuance of a rights issue through the issuance of new shares is a gain. The issuance scale is 100 million won through a rights issue. The general public offering and private offering are the same in each number. The amount of money poured by ordinary investors is about 100 million won. In general, companies designated as investment alerts often try to raise funds to raise operating funds and improve their financial structure. The same goes for tricycles. It is urgent to raise funds for the waste copper recycling project, which is being promoted as a new project. The debt-to-equity ratio should also be lowered. Tri-Circle issued 100 million won per month last year and set a whopping 100 million won in exchange for warrants. The total amount of capital has increased abnormally. On the other hand, other non-current liabilities, which belong to liabilities, are generally accounted for as liabilities because they are obligated to repay only KRW 100 million. If 100 million won is recognized as debt and the remaining 100 million won is recognized as warrant, the debt ratio of the tri-circle rises to . Even the existence of the company is threatened. Moreover, Tri-Circle was unable to repay the 100 million won borrowed from the financial company and the company's assets were seized. The billion won was used to purchase real estate. Tri-Circle signed a contract to acquire the repurchase right of land in Daebu-dong, Danwon-gu, Ansan-si, Gyeonggi-do, owned by Korea General Construction last month. Based on this repurchase right, it also took over a certificate of secured beneficiary rights issued by Korea Asset Trust. Ownership of the repurchase rights was transferred to Korea General Construction Apec Engineering Im Hyun-taek Tri-Circle. The total amount of the acquisition is Rs. Tri-Circle raised its funds by issuing 100 million won worth of cash to 100 million won. In other words, the land in Daebudong-dong was issued as collateral. The land in Daebudong-dong is in the process of developing a large-scale resort complex with the goal of one year. The redemption right purchased by Tri-Circle can be exercised from the middle of the month. In other words, it is possible to convert into cash after a year or so. It goes beyond common sense in terms of scale. The 100 million won raised by issuance is close to the amount of the funds raised by Tri-Circle in recent years. The 100 million won invested in land purchase is . If the funds raised by Tri-Circle are used for debt repayment and investment in new businesses, the company's financial structure and profit structure can be greatly improved. He explained that he had purchased a redemption ticket. Unable to repay the tri-circle loan, forcible seizure"
42,"Changed the industry to the stem cell resource development business after a year The Bell|This article was published in the monthly capital market media Money Today. The two reasons why the Tri-Circle was designated as an investment alert are its weak profitability and sluggish sales performance. Tri-Circle has been in the red from year to quarter this year. The scale of sales has also been on a downward trend since last year. The cause of the sluggish performance is that ambitious new businesses are failing one after another. They even changed the name and tried stem cell business and waste recycling business, but the results were not satisfactory. Rather, sales from the existing education business are still approaching . The market outlook is not good either. This is because the industry change was focused on the KOSDAQ theme stocks of bio and resource development. Lowering the debt-to-equity ratio due to excessive overwriting of warrants for new stocks. In the case of sales, after recording KRW billion a year, the downward trend continues to KRW billion billion. It has not been able to get out of the swamp of operating losses since 2011. In the same year, it recorded an operating loss of KRW billion more than sales. Cash flow from operating activities has also been in the red since 2011. It was the investors, not the management, who suffered damage from the poor performance of the Tri-Circle. Year month versus potato was carried out. The capital was reduced from one billion won to one billion won. At that time, the tri-circle's capital erosion rate was close to . To avoid delisting, the card was taken out. Despite poor performance, Tri-Circle's debt-to-equity ratio is ., which is not something to be concerned about. The problem is that there is a trick hidden here. Last month, the company issued bonds with warrants worth KRW 100 million to Hyun-taek Lim. Usually, since the issuer is obligated to repay, most of the amount is taken as debt and a portion of this amount is taken as consideration for warrants and recognized as equity. The total amount of capital has increased accordingly. Conversely, the remaining KRW 100 million was recorded as other non-current liabilities. Naturally, the debt-to-equity ratio fell abnormally. An official in the securities industry said that he had tried countless issuance weeks, but that he had never seen such a calculation method, and pointed out that the amount of warrants was overstated. It can be seen that this is serious. The company's current ratio is only . It is not enough for the ideal ratio. This is a result far from the good debt-to-equity ratio figure. Education business's sales share still closes Tri-Circle was once a promising education company. Backed by the craze for private education, it was listed on the KOSDAQ market in January. In the process, it also brought savory returns to venture capitalists. It consistently recorded operating profit and showed good performance. The change occurred when the largest shareholder was changed to Creo Investment in May. Suddenly, stem cells were added as a new business, and the company name was changed from Confirmed English to Life & B. And a year later, the industry changed again to the resource recycling business. The company name was changed to Tri-Circle. It happened in just a few years. The success or failure of a new business is markedly different. In the case of stem cell business, even sales are not being caught. Looking at the proportion of sales as of the quarter of this year, the education business was . The resource business accounts for . The education business, which used to be the company's main business, still plays a pivotal role. Although the proportion of sales from the resource business is close to , even this is not highly trusted by the market. Tri-Circle signed a supply contract worth KRW 100 million with Bada E&R last month, but the contract was terminated last month. It's all about getting a billion-dollar down payment. As a result, the exchange was designated as a negligent disclosure corporation and a penalty was imposed. Doubts still remain in that all new businesses are KOSDAQ's regular theme stocks. An official from the securities industry said that the reality of the largest shareholder is still unclear and the performance of the new business is not good. Lee Sang-hee, CEO of Tri-Circle, said that he gave up on the stem cell business because the investment was too high. The car was scratched and the black box exploded with anger Why... Why did Shin Aram appear at the closing ceremony of the Olympic Games? Reporter Lee Sang-kyun after years ..Real-time news that shows the money of the copyright holder Money Today Unauthorized reproduction and redistribution prohibited"
43,"Tri-Circle announced on the day that outside director Seung-hee Yoon had resigned due to personal reasons. As a result, the number of outside directors has decreased to only one person. Reporter Seung-Jong Lee, a window to the world, an eye to the economy, Yoon-Jung Jang, who makes a lot of money from the Asian economy's prohibition of reprinting and distribution. The car is the world's first discovery of ginseng polysaccharides to overcome cancer A new wind Big Bang Seungri kissed model Drunk and shocked"
44,"As the possibility of Tri-Circle being designated as an unfaithful disclosure corporation increases, it is plummeting at the beginning of the market. It is trading at the missing won. The Korea Exchange KOSDAQ Market Headquarters announced yesterday that it is foreshadowing the designation of the Tri-Circle as a non-faithful disclosure corporation due to the change in disclosure. Blind dating is boring, weed-drawing blind date appearances Thousands of swimmers between Europe and Asia Continental swimming competitions Live video mattress human domino people success Live video Ganruru humiliation Singing in kill heels Singing in the crease Miss Maxim Eom Sang-mi Eom Sang-mi's dizzying charm pictorial"
45,"The KOSDAQ market headquarters of the Korea Exchange announced on the day that Tri-Circle would be designated as an unfaithful disclosure corporation due to the change in disclosure. The deadline to decide on the designation of an unfaithful disclosure corporation is in the coming month. Jaewoong Jung View the E-Daily newspaper anytime, anywhere in your life Smart economy comprehensive broadcast E-Daily Real-time news and securities trading Financial market E-Daily in the palm of your hand E-Daily, Korea's best financial information terminal for mobile service experts market point. Securities Expert Broadcasting E-Daily Customer Service Center | Stock Diagnosis Recommendation New Open Comprehensive Economic Information Media E-Daily Unauthorized reproduction and redistribution prohibited"
46,"Tri-Circle announced on the same day that it had confirmed that the foreclosure of real estate was lifted with the withdrawal of the creditors' technology credit guarantee fund in the case of a real estate foreclosure case worth KRW 100 million announced on the 1st of last month. A monster body found in the heavens and earth of Mt. Baekdu Mountain Chinese media reports Ko So-young Love scene Jealousy with a hawk's eyes Seeing aliens Confessions Shocking The world's largest swimming pool This is the world's largest swimming pool Why you have to be tall It's sad to be small, even this. Unauthorized reproduction and redistribution prohibited"
47,"Prior to the extraordinary general meeting of shareholders, Tri-Circle announced on the day that it would suspend the transfer of stock transfers from Monday to Sunday in order to confirm the right shareholders. Unprecedented exposure concubine overseas poster The president's daughter of the richer beauty Stop boasting a bidet to the Chinese, Kim Hyun-joong's bodyguard secretly practiced fan love Glamor racing model Hwang Mi-hee Stunning legs Jeon Hye-bin was sick and barely covered it with a net"
