,0
147,"Seoul News Reporter Joo-ah Kim D&D decided to issue KRW 100 million worth of domestic bearer-type, non-guaranteed private equity convertible bonds. Debt guarantee of KRW 100 million to D&D Plus was decided. Current management from Shinil Industries Miles Stone Investment was accused of embezzlement by the Seoul Southern District Prosecutors' Office, but later As a result of the prosecution's investigation, all suspects were dismissed without charges. Kodaco decided to invest 100 million won in cash with the capital of establishing Kodaco Global, an overseas corporation. Daewoo E&C Dongtan The First Tower Knowledge Industry Center decided to guarantee a debt of 100 million won. As a result of the resolution of the Cubes board of directors, JL Tech and Approval of small-scale merger Signed a contract to supply video recording devices for power vehicles worth KRW 100 million with Midong & Cinema’s Purchasing Department of the Public Procurement Service In response to an application for adjudication on expropriation of land to be incorporated into the urban development project in the Deokyang district, the central land expropriation committee received a copy of the adjudication. Over-the-counter disposition. Decided to issue 100 million won worth of unsecured private equity convertible bonds to raise operating funds for Rumi Micro.. Unauthorized redistribution prohibited."
148, 롯데칠성음료는 일 파키스탄 펩시콜라 보틀링 기업 인수 추진에 대한 조회공시 답변에서 현지 실사수행 주요 인수조건 등을 계속 협의 중이라고 밝혔다. 이와 관련해 구체적인 내용이 확정되는 시점 또는 개월 이내 재공시할 계획이다.엔에스쇼핑은 일 종속회사인 엔바이콘의 파이시티부지 재매각 검토 보도에 대한 조회공시 답변에서 재매각 계획은 없으며 개발계획은 도시계획 컨설팅 전문가와 협의 중이라고 밝혔다.신세계건설은 일 사람과미래에 억원 규모의 채무보증을 결정했다고 공시했다. 기간은 내년 월 일까지다.큐로홀딩스가 피아이엔터테인먼트 주식 만주를 취득하기로 결정했다고 일 공시했다. 취득금액은 억원 취득후지분율은 다. 회사 관계자는 기존 연예인 매니지먼트 사업과의 시너지 효과를 통해 당사 엔터테인먼트 사업부문의 역량강화가 목적이라고 설명했다.금융지주는 일 자회사인 우리캐피탈 주식회사의 주식 만주를 억원에 취득했다고 공시했다. 취득목적은 지배주주 지분 강화를 통한 수익성 확대다.큐로홀딩스는 제자배정 유상증자 방식으로 억만원 규모의 운영자금을 조달키로 했다고 일 공시했다.대웅은 일 윤재훈 전 부회장이 회사 주식 만주를 장내매도해 지분율이 .가 됐다고 공시했다.한진중공업홀딩스는 일 계열사인 대륜가 대륜발전에 억원을 대여키로 했다고 공시했다. 대여기간은 내년 월 일까지다.참좋은레져는 크루즈파주식회사의 지분율이 기존 .에서 .로 줄었다고 일 공시했다.인터파크는 미국 피델리티 매니지먼트앤리서치컴퍼니가 당사 지분 .를 보유하고 있다고 일 공시했다. 피델리티는 장내매수를 통해 지분율을 높였다.에스에이엠티는 유상증자로 인해 일 보통주 주 기준가 원에 권리락을 실시한다고 일 공시했다.동방선기가 주요종속회사인 동방조선과의 합병을 검토하고 있으며 아직 구체적으로 확정된 사항이 없다고 일 공시했다. 이는 지난달 일 주가급등에 대한 조회공시 요구 답변 후 재공시 기한에 따른 답변이다. 이 사항에 대해 추후 개월 이내에 또는 확정사항이 발생하는 즉시 재공시할 예정이다.누리텔레콤이 누리스타덕스를 합병비율 으로 흡수합병한다고 일 공시했다. 회사 관계자는 조직과 인력의 운영 효율성을 높이고 물적자원을 통합해 경영의 효율성을 증대하겠다며 재무 및 영업에 긍정적 효과를 창출하기 위한 것이라고 설명했다.유니켐은 일 운영자금 조달을 위해 억만원 규모의 유상증자를 결정했다고 공시했다. 유증은 제자배정 방식으로 이뤄지며 신주 발행가액은 주당 원이다.유니온은 일 포항공장 희유금속 생산공장의 가동을 중단했다고 공시했다. 금속 시황 악화에 따른 만성적 적자상태인 제조사업 부문의 생산중단에 따른 조치다. 회사 측은 향후 인원 재배치와 유후설비 이용 방안을 마련하겠다고 밝혔다.맥스로텍은 주가급등 관련 조회공시 요구와 관련해 별도로 공시할 중요한 정보가 없다고 일 공시했다. 회사 관계자는 단일 판매공급계약 체결 가능성이 있지만 아직 협의 단계라며 정확한 계약체결이 완료되는 시점에 공시할 예정이라고 밝혔다.한국거래소 코스닥시장본부는 금성테크에 채권자에 의한 파산신청설의 사실 여부와 구체적인 내용에 대한 조회공시를 일 요구했다. 답변시한은 오는 일 오후 시까지다.롯데하이마트는 일 전 경영진에 대한 횡령 및 배임혐의 공소 제기에 따른 서울고등법원 심판결에서 억만원에 대한 일부유죄가 인정됐다고 공시했다. 회사 측은 적법한 절차에 따른 조치를 검토할 계획이라고 밝혔다.한국전력은 일 국민연금이 이 회사 주식을 향후 년 간 만주를 취득할 예정이라고 공시했다. 국민연금의 한전 지분율은 .에서 로 . 증가하게 된다.현대건설은 일 동티모르 석유광물자원부와 맺은 수아이 항만공사 계약을 해지했다고 공시했다. 해지금액은 억만만원이다.메디톡스는 서울 강남구 대치동 미래에셋생명 강남사옥을 억원에 양수한다고 일 공시했다. 메디톡스 관계자는 중장기적 사업의 안정성을 확보하고 자산운용의 효율성을 제고하기 위한 결정이라고 설명했다. 이 관계자는 사업의 효율성 증대와 영업비용 절감 임대수익 발생이 기대된다고 덧붙였다.한일시멘트는 일 유동성 확보를 위해 서울시 구로구 개봉동에 소재한 영등포공장 토지와 건물을 처분했다고 공시했다. 처분금액은 억원이다.슈프리마는 슈프리마에이치큐 외 인으로 최대주주가 변경됐다고 일 공시했다. 슈프리마에이치큐가 이날 슈프리마 주식 만주를 공개매수함에 따라 최대주주가 변경된 것이다.한전는 일 한국수력원자력과 양수발전소 경상정비공사 계약을 체결했다고 공시했다. 계약금액은 억만원이며 계약기간은 년 월 일까지다.코아크로스는 억원 규모의 무기명식 이권부 무보증 사모 전환사채 발행을 결정했다고 일 공시했다. 표면이자율과 만기이자율은 각각  만기일은 년 월일이다.케이엔씨글로벌은 채권자에 의한 파산신청설에 대한 한국거래소의 조회공시 요구 답변을 통해 파산신청을 확인하고 있으나 법원이나 채권자로부터 전달받은 내역은 없다고 일 밝혔다. 회사 관계자는 사실이 확인된 시점 또는 개월 이내에 재공시하도록 하겠다고 말했다.삼강엠앤티 주가급등 관련 한국거래소의 조회공시 요구에 대해 별도로 공시할 중요한 정보가 없다고 일 공시했다. 다만 회사 측은 최근 이란과의 양해각서 체결사실이 있다고 전했다.한진은 일 비사업용 자산처분을 통한 투자자금 확보를 위해 서울고속버스터미날 지분을 전량 처분했다고 공시했다. 처분금액은 억만원이다.한진해운은 일 유동성 확보를 위해 한진에 인트라아시아 동남아 한중 한일 특정 노선의 영업을 양도키로 했다고 공시했다. 양도가액은 억만원이다.한국거래소는 케이엔씨글로벌의 주권매매거래 정지기간을 풍문 사유 해소시까지로 변경한다고 일 공시했다.피엘에이는 한국거래소의 상장폐지 기준 해당 결정에 대한 이의신청서를 거래소에 제출했다고 일 공시했다. 거래소는 이의신청을 받은 날로부터 일 이내게 코스닥시장위원회를 열고 상장폐지 여부를 심의한다. 심의일로부터 일 이내에 상장폐지 여부를 결정한다.코스닥시장본부는 보타바이오를 최대주주 변경을 수반하는 주식 담보제공 계약 체결 지연 공시 등으로 인해 불성실공시법인으로 지정했다고 일 공시했다.토필드는 불성실공시법인으로 지정됨에 따라 일 주권매매거래가 정지된다고 일 공시했다.백지수 기자 ..저작권자  돈이 보이는 리얼타임 뉴스 머니투데이 무단전재 및 재배포 금지
149,KNC Global announced on the day that it had no history of being served by the court or creditors in response to a request for disclosure of inquiry related to the injunction against the issuance of new stocks and issuance of stock certificates.
150,KNC Global announced on the day that it has decided to issue a KRW 100 million worth of unsecured private placement convertible bonds to finance the acquisition of securities of other corporations. The billing period is from year month day to year month day.. Herald Economics . Unauthorized reproduction and redistribution prohibited
151,"KNC Global announced that it is in the process of confirming the bankruptcy application by the creditors, but there is no record of being served by the court or creditors. Taste of Tonkatsu Why Men Die Quickly A Window to the World An Eye to the Economy Asian Economy Unauthorized Reproduction and Distribution Prohibited"
152,"KNC Global announced on the same day that the bankruptcy petitions filed by Kim Sang-bae and Kim Jin-wan at the Suwon District Court, respectively, were dismissed as the plaintiff's lawsuit was withdrawn. Sangbae Kim also withdrew the application for an injunction to ban issuance of new stocks and issuance of stocks filed with the same court. The Korea Exchange KOSDAQ Market Headquarters will lift the suspension of stock trading on the following day as the grounds for filing for bankruptcy are resolved. In addition, it will be released from the management category and the affiliated department will be assigned to the mid-sized business department. The base price is the initial price determined by the single-price trading method after receiving the bid price within the range of the lowest and highest bid price. The synergy of display semiconductors is an endangered species of West Indies Manatee.. She is so cute even though she is bigger than a human.. Comprehensive economic information media E-Daily Reprint prohibited"
153,"Presenten announced on the day that it would suspend the transfer of stock names on the next day to confirm the right shareholders to hold the regular general meeting of shareholders. The base date is this month. Lee Myung-chul, the Fed's first rate hike in a year, the zero interest rate cut, the hot-choice sniper, Applehip, her comprehensive economic information media E-Daily Unauthorized redistribution prohibited"
154,"Monthly settlement corporation Submit an audit report on life-or-death companies by the end of the month Lately check the company's total capital erosion Check whether the KOSDAQ is in a loss for consecutive years Every month is the month when a lot of companies are being delisted. This is because the deadline for monthly settlement companies to submit audit reports is the end of the month. About the companies that are decommissioned for a year are finalized during this period. Therefore, it is necessary to carefully examine whether the company in which you invested has properly issued an audit report, whether the state of capital erosion has improved, or whether it has recorded a loss for a consecutive year. This year's audit report By the month of submission According to the Act on External Audit of the Korea Exchange and Corporations, companies with monthly accounts must submit last year's audit report no later than the next day. This is because of the regulation that the audit report must be submitted before the week of the regular general meeting of shareholders. This year is a leap year with months to days, so the deadline for submitting the audit report has been delayed by one day compared to last year. Whether or not an audit report has been issued. Whether to submit an audit report can be checked through the electronic disclosure of the Financial Supervisory Service or the corporate disclosure channel operated by the Korea Exchange. As a major reference indicator for investors, the Korea Exchange opens a pop-up window on the corporate disclosure channel site to provide data on the status of non-submission of audit reports. In general, companies that do not submit audit reports within the deadline are highly likely to be insolvent. This is because there are many cases in which companies whose financial condition has deteriorated due to poor performance, such as sales or operating profit, or investment in debt guarantees, delay the submission of audit reports one day after another. Over the past year, all companies have been closed, but all of the companies that have been closed due to the settlement of accounts are all open companies. Capital Encroachment Check Last month, in just one day, all companies including Ultra Construction, Gyeongnam Enterprises, Samhwan Enterprises, and Shinil Construction, etc. were confirmed to be decommissioned. This is because, as a result of submitting the audit report, it was confirmed that the entire capital was eroded. When the total capital encroachment is finally confirmed, the amortization is also confirmed. As of today, companies with high risk of capital erosion include Dongbu Steel, POSCO Plantec, Core Logic, Sambu Construction, and Samsung Engineering. Among them, Samsung Engineering has been suspended from trading since the last day. On the other hand, the general analysis is that the possibility of resolving capital erosion is high. This is thanks to self-rescue efforts such as Lee Jae-yong, vice chairman of Samsung Electronics, investing about 100 million won in the capital increase carried out to solve the capital erosion. Dongbu Steel is in danger of being delisted as its capital has been eroded as of the end of last year. Dongbu Steel needs about KRW 100 million to avoid capital erosion, but the creditors have decided to meet next week to discuss the issue of converting about KRW 100 million into equity. The major shareholders of Dongbu Steel are Korea Development Bank, Nonghyup Bank, and Shinhan Bank. POSCO Plantec, which is in a state of complete capital erosion, has been suspended from trading since last month, Core Logic and Sambu Construction from last month. Outside, the stocks designated as management stocks with a capital erosion rate exceeding , include Dongbu Construction Yonghyeon and GMP Daeyang Metal IDES Parkan Taihan Electric Wire Heavy Industry Engine Codes Combine. It is subject to the closing requirements. Annual deficit is designated as a management item, and annual deficit is normalized. This is a rule that does not exist in the KOSPI market. KOSDAQ listed companies designated as management stocks by recording operating losses for consecutive business years in the past year include Presenten CEX Capital, Osung LST, J-Way, Baeksan, Parkan, Reneco, iFactory, Sejin Electronics, Barunson, etc. If these companies record operating losses based on the annual financial statements, they will fall under the reason for delisting due to operating losses for consecutive business years. . He said that the month is the time when investors' attention is required as there are many cases that have been closed due to inappropriate audit opinions. Reporter Hong Seok-hee. Lee Bu-jin's perseverance... Hotel Shilla builds a hanok hotel at the end of the electricity period. His nephew, a powerful leader, is serving a year in prison for drug consumption. Unauthorized reproduction and redistribution prohibited"
155,"Won a billion-won construction contract from Seoul Newsis Construction Display. relative to sales. Contract period Until year/month/date.Songwon business won cash dividend per share of common stock decided. market dividend rate. Total dividends of 100 million won. I.M's operating profit last year turned to black compared to the previous year with 100 million won. sales during the same period. Decreased KRW billion won Net income turned to black KRW billion won. Dongbang Agro common stock won per share Cash dividend was decided in won per share. market dividend rate. Total dividends in billions of won. Yuyang DNU last year's operating profit compared to the previous year . An increase of billions of dollars. sales during the same period. Decrease in net income of KRW billion . Increased KRW billion. Presentation Last year's operating loss compared to the previous year. A record of reduced billions of dollars. sales during the same period. Reduced net loss of KRW billion . Decrease in KRW billion. KC Tech decided to pay cash dividend of KRW per common share. market dividend rate. Total dividends in billions of won. Soulbrain's operating profit last year compared to the previous year. An increase of billions of dollars. sales during the same period. Increased net income of Rs. Increased KRW billion. Sejong Industrial last year's operating profit compared to the previous year . decreased record of billions of dollars. sales during the same period. An increase of KRW trillion in net income was . Decrease in KRW 100 million. Sejong Industrial’s common stock shares KRW in cash dividend. market dividend rate. Total dividends in billions of won. Requested disclosure of information about the sale of the largest shareholder's stake to Shinil Industrial Co., Ltd. By noon on the next day, the response deadline. Hanwha Techwin's operating loss last year turned into a loss of KRW 100 million compared to the previous year. During the same period, sales reached KRW trillion, maintaining the level of the previous year, and net profit turned into a profit of KRW billion. Hanwha Techwin decided to pay out a cash dividend of KRW per common share. market dividend rate. Total dividends in billions of won. Keystone Global signed an agreement with New Pride Corporation Boas Global Holdings for sales, leasing and operation in relation to participation in the development of Korea-Chinese Medical Beauty Town in the International Beauty and Health Center in Yumseong, Jiangsu, China. Oh my God, this is happening while dating another man contacting another man Assaulting his girlfriend at the theater Today's hot photo Dinosaur Drugs in the body News News Now see it at Naver News Stand See the world in your hands Mobile News Copyright Owner Sympathy Media News News News Agency. Unauthorized redistribution prohibited."
156,"As the internal closing season for the year approaches, investment caution is required for KOSDAQ companies that have suffered operating losses in recent business years. This is because, if a KOSDAQ company records operating losses for one consecutive year, it is subject to delisting requirements. According to the corporate disclosure channel of the Korea Exchange, Barunson Renéco iFactory Sejin Electronics Parkan Baeksan Ohsung LST J-way CS Comprehensive Capital Presentation There are a total of 5 companies. Among these companies, excluding Barunson and CS Comprehensive Capital, which are monthly settlement corporations, Parkcan and Reneco are the companies that recorded cumulative operating losses on a separate basis in the last quarter. Last quarter, it recorded a loss of billions of won, and Reneco also recorded an operating loss of billions of won during the same period. It is expected that it will be difficult for the two companies to avoid delisting unless they generate significant operating profits in the quarter. In addition, companies that recorded a surplus on a separate basis until last quarter were iFactory billion won, Sejin Electronics billion won, 100 million won, J-Way billion. 10,000 won Ohsung LST is a billion won. However, all of these companies are exposed to the risk of delisting because they have additional reasons for delisting, excluding the reasons for long-term operating loss for consecutive years. Reporter Bae Yo-han .. Reconstruction of major issues Image file Card news Agriculture meets tomorrow Nowolje A window to the cross-media world An eye to the economy Asian economy Unauthorized reproduction and distribution is prohibited"
157,"KOSDAQ Market Headquarters of the Korea Exchange (KRX) announced on the day that it had decided that I.I. would be subject to a substantive review of listing eligibility. The exchange notifies the relevant corporation of the review schedule and procedure, and within one day from that day, it goes through the corporate review committee's deliberation to determine whether or not to delist or improve. He explained that he would decide whether or not to grant the grant. Click here for article inquiries and reports. The latest fashion trends"
158,"A.I. announced on the day that it had decided to reduce the ratio of stocks with par value of common stocks, mainly consolidation, in order to improve the financial structure to compensate for the loss. The number of issued shares will be reduced from one million shares before the potato to 10,000 shares after the potato. The expected period of trading suspension is Monday, and new stocks are scheduled to be listed on Monday. Comprehensive economic information media E-Daily Unauthorized reproduction and redistribution prohibited"
159,"Kleannara announced on the same day that Kang Da-hyun and others filed a claim for compensation for car damage related to Lillian, a sanitary napkin. The company said that it will select a legal representative and respond, saying that the lawsuit was filed as a total case, and the plaintiff's claim amounted to billions of won. It was announced on the same day that it would purchase the shares for 100 million won. Regarding the reason for the purchase of the factory, he said that he expects that it will be possible to create assets and productive synergies as it is close to the head office. In response to the inquiry disclosure request, it was announced on the same day that a contract for system semiconductor development with a domestic company that exceeds the previous year’s sales and is under review for investment in other domestic corporations with more than equity capital or acquisition of equity shares appears to have affected the stock price fluctuation. Imagine Asia announced on the day that Byun Jong-eun, the former CEO and former largest shareholder, was indicted by the Seoul Central District Prosecutors' Office on charges of breaching 100 million won in breach of trust. In order to improve its financial structure, AT Technology implemented a free reduction by merging common stocks. announced that it does. The capital will decrease from one million won before the potato reduction to one billion won after the reduction. Hansol Nex Magazine announced on the day that the largest shareholder, JA Industrial Co., Ltd., signed a stock transfer agreement with E&M Co., Ltd. with the change of the largest shareholder. The number of shares to be traded is 10,000 shares. After the transaction, the largest shareholder of Hansol NexG will be changed to E&M, which has secured a share of . The conversion price is KRW per share, and the number of shares issued is 10,000 shares. EWK announced on the day that it would exercise the conversion claim for KRW billion of convertible bonds. The conversion price is KRW per share, and the number of shares issued is 10,000 shares. Sports Seoul announced on the same day that outside director Yoo Ji-kang would be retiring due to personal reasons. Dongbu Steel announced on the same day that it would pay a debt of KRW 100 million borrowed from it. This is relative to equity capital. Dongbu Vietnam Steel is a sub-subsidiary owned by Dongbu Steel, a subsidiary of Dongbu Steel. Tony Moly announced on the day that it would acquire 10,000 won of treasury stock for 100 million won in order to stabilize stock prices and enhance shareholder value. The expected acquisition period is from the next day to the day of the month. Tony Moly announced on the day that it had decided to dispose of 10,000 shares of Taegeuk Pharmaceutical for 100 million won. The company explained that the stock transfer for the acquisition of management rights was a recovery of investment funds following the cancellation of the contract. Kumho Tire announced on the day that the Kumho Tire Shareholders' Council and Singway Korea, which had signed a stock purchase contract, had reached an agreement to cancel the stock purchase contract. Korea The KOSDAQ Market Headquarters of the exchange announced on the same day that Wanli International Holdings decided to keep the stocks listed as they resolved the reasons for delisting them in the annual re-audit report. He explained that he would continue to suspend trading transactions because he could not appoint an external auditor, saying that the external auditor was unclear. BH announced on the day that it would invest KRW 100 million to expand new facilities in China and its headquarters in Vietnam. In order to purchase and acquire new buildings, it was announced that it had decided to acquire business and cultural facilities in the Pangyo Creative Economy Valley Special Plan Area worth KRW 100 million. The Korea Exchange KOSDAQ Market Headquarters announced the delisting criteria for YOM as a result of the corporate review committee's deliberation. It was announced on the same day that it had decided to keep the listing. Trading will resume from today. The Korea Exchange KOSDAQ Market Headquarters announced on the 1st that it had decided to subject I.I. to a substantive examination for listing eligibility. The exchange announced that it would notify the relevant corporation of the review schedule and procedure and decide whether to delist or grant an improvement period after deliberation by the Corporate Review Committee within one day from the date of notification. The date was changed until the date of decision. The Korea Exchange KOSDAQ Market Headquarters foreshadowed the designation of Hansol NexG as an unfaithful disclosure corporation due to non-disclosure such as delayed disclosure of the largest shareholder change. The deadline for deciding whether to designate a corporation with infidelity is Monday. Earlier on the same day, Hansol NexG announced that as CEO Lee Kyung-hoon resigned, the system was changed from each CEO Lee Kyung-hoon and Kim Jong-ryong to Kim Jong-ryong. According to the signing of the transfer contract, the largest shareholder changed from outside of Doon Investment Holdings Co., Ltd. to outsider of Two Win Culture Investment Co., Ltd. Time News Money Today Prohibition of unauthorized reproduction and redistribution"
160,"Explosion-proof design under the Occupational Safety and Health Act for Promotion of Overseas Expansion is a measure that must be applied to workplaces that handle combustible gases such as hydrogen or natural gas. However, it is difficult for a company to do it on its own because it requires a high level of professionalism. There are companies that provide one-stop solutions for these difficulties. ICC, which was established in 2006, provides a total solution for explosion-proof from consulting on explosion-proof design, construction, development, sales, and safety certification of explosion-proof products. ICC explained that it is necessary to have a deep understanding of the overall industry such as display, shipbuilding and petrochemicals, as well as familiarize yourself with explosion-proof principle technology. According to the occupational safety and health rules, workplaces that currently manufacture or handle flammable substances must establish and manage gas dust explosion hazard locations in accordance with the standards set by the Korean Industrial Standards. A series of procedures are followed to obtain safety certification from the Ministry of Employment and Labor after taking measures such as provision of ventilation and ventilation facilities in hazardous areas, and the use of electrical and mechanical equipment with explosion-proof performance. ICC takes charge of all these complicated processes to solve the problems related to explosion protection of companies. CEO Lee said that he is responsible for designing the site and issuing certificates, as well as evaluating the process safety management implementation status of the Ministry of Employment and Labor by creating a solution after scanning the entire factory. has been ordered It has established itself as a leading company in the explosion-proof field by securing not only large domestic companies such as Samsung Electronics C&T Chemical Display, but also global companies such as BASF in the US and Germany. Sales also jumped from KRW billion in the year the company was established to KRW billion last year. Although CEO Lee did not engage in sales activities, he received a re-order from the company that placed the order, saying that the company received the order through word of mouth. ICC, which won an explosion-proof design and construction project for the Malaysian Seremban factory worth $10,000 from Samsung this month, set a goal to become a hub company connecting Asia in the explosion-proof field using this as a foothold. This is because the Asian market, where the explosion-proof field is unfamiliar, is a blue ocean. CEO Lee said that although manufacturing plants are moving to Asian markets such as Southeast Asia, there are no explosion-proof companies in Asia. ."
161,"Ii announced on the day that its subsidiary, Binus Entertainment, had decided to issue a rights issue worth KRW 100 million to raise operating funds. The issuance price of new stocks is 10,000 won per share. Reporter Gu Yu-na, real-time news that shows the money of the copyright holder Money Today, unauthorized reproduction and redistribution is prohibited."
162,"Ii announced on the day that it had decided to acquire 10,000 shares of D9 Limited, a US Nasdaq-listed company, for about KRW 100 million. D-Nine Limited is a Cayman Islands national company engaged in game production and publishing business, Ii explained. I.I also announced that it acquired stocks through in-kind investment to expand its business area and strengthen the company's capabilities."
163,"Ii, a KOSDAQ-listed company that was on the verge of delisting due to refusal of an audit opinion on its financial statements last month, sighed as it was given an improvement period until May. However, the suspension of stock trading during this period continues. The Korea Exchange said that it granted an improvement period up to year, month, day through the deliberation of the Japanese corporate review committee in relation to the filing of an objection to the delisting of I.I. The company announced that it had decided to continue. In addition, after the completion of the improvement period, a statement of implementation of the improvement plan and a confirmation letter from an expert on the results of the implementation of the improvement plan were submitted within one day. He added that he would make a decision. As a result, I.E avoided the risk of delisting for once. On the last day of last month, A.I. was pushed into a crisis of delisting by announcing that it had received a refusal of an audit opinion from its auditor, Induk Accounting Corporation, on the financial statements for the latest fiscal year. At that time, Induk Accounting Firm rejected the audit opinion, stating that it did not obtain sufficient and appropriate audit evidence to determine the substance and reliability of the transaction, including important financial transactions and counterparties related to the smart posting, an influencer marketing company acquired by I.I last year. Accordingly, the Korea Exchange notified the reason for delisting according to the manufacturing regulations on the KOSDAQ market, and I.I received a letter of intent for re-audit from Induk Accounting Corporation on the last day and also submitted an objection to the delisting. Recently, it also signed a re-audit contract with Induk Accounting Corporation. Meanwhile, I.I. was a company listed in May last year and developed energy-related businesses. We are trying to diversify our business."
164,"Re-audit contract with Induk Accounting Firm, an external auditor on the previous day, to be reviewed by a corporate review committee held on the coming day. KOSDAQ listed company I.I., after refusing to comment on last year’s audit report, is going to resolve the reason for delisting through a re-audit contract. After submitting an objection to the delisting, it announced that it had signed a re-audit contract on the last day after close consultation with Induk Accounting Firm, an external auditor. In the afternoon of the next day, through the review of the Corporate Review Committee to grant an improvement period, I.I. will receive a final notification of the results of the delisting and granting of the improvement period by the next month. He said that it was the result of respecting his earnest and active will. He said that he expects to receive an improvement period according to the re-audit contract from the Korea Exchange by conducting a re-audit as soon as possible. He said he would like to thank the shareholders for their support once again, and said that all the executives and staff will do their best to resolve the reasons for delisting, and would like to thank Induk Accounting Corporation for giving us the opportunity to re-audit. A story that will burn in flames Popular free cartoon Find your own lawyer Herald Economy . Unauthorized reproduction and redistribution prohibited"
165,"A.I. announced on the day that it had transferred 10,000 shares of Smart Posting, a subsidiary of marketing platform business, to D9 Limited to acquire 10,000 shares of D9 Limited, a US NASDAQ-listed game company. Unauthorized reproduction and redistribution of Money Today is prohibited."
166,"Initiating the process of changing the audit opinion to appropriate KOSDAQ listed company I.E. announced that it would file an objection to the audit opinion of an accounting firm. Ii CEO Woo In-geun filed an objection as soon as possible, saying that it caused concern to shareholders and investors who trusted and loved I.I. He explained that he was planning to take the process of changing the audit opinion to be appropriate. A.I. received a notice of refusal of the audit opinion because he could not obtain appropriate audit evidence for some investment cases, and his stock trading was suspended. A company official said that an unsatisfactory thing happened while the company is actively conducting business in the field of game business and mobile advertising marketing, and the funds are being managed smoothly. He said he would do it all.. A story that will burn a flame of inspiration Popular free cartoon Find your own lawyer Herald Economy . Unauthorized reproduction and redistribution prohibited"
167,I.E. announced on the day that it had decided to do a simple physical division in order to develop the marketing platform business division as a new growth business. The split date and scheduled registration date are the coming Monday. Reporter Hyemin Kim .. The news is interesting All the fun in the world Popular comics Today's zodiac star constellation fortune-telling A window to see the economy An eye to see the Asian economy Unauthorized reproduction and distribution is prohibited.
168,"Ii announced on the day that at the extraordinary general meeting of shareholders, the splitting of the smart posting was approved as originally planned. Reporter Park Seon-mi .. the news is interesting All the fun in the world Popular cartoons Today's Zodiac Constellation Fortune-telling Window to see the world An eye to see the economy Asian economy without permission Reproduction is prohibited"
169,"A.I. announced on the morning of the coming day that an extraordinary general meeting of shareholders would be held at the Daechi Building, Gangnam-gu, Gangnam-gu, Seoul. The agenda is to develop game contents, develop, publish, and add services to the business purpose and split the company. Reporter Park Mi-joo .. the news is interesting. All fun, popular and latest cartoons Today's Zodiac Constellation Horoscope A window to see the world An eye to see the economy Asian economy Unauthorized reproduction and distribution prohibited"
170,"Although KOSDAQ-listed EI recorded a loss due to restructuring of its existing business last year, sales of new businesses are expected to begin in earnest from this quarter. As a result of tentatively tallying last year's results, I.E., a business company, announced on the day that it recorded sales of KRW billion, operating loss of KRW billion, and net loss of KRW 100 million. Sales decreased compared to the same period last year because the sales of the business decreased due to the exclusion of consolidated subsidiaries related to the overseas gas station business, which was an existing business. Operating profit was also reflected in losses caused by suspension of existing businesses and the sale of shares invested in the electric vehicle business. The company emphasized that accounting was handled from a conservative point of view as much as possible, including reflecting the full loss despite the sale of some of the shares related to electric vehicles. An IE official said, in particular, that it merged with Smart Posting, a mobile advertising platform company that it acquired last year to promote new business. He said that it is true that the cost increased significantly due to the acquisition of game company Binus Entertainment, etc. As the process of merging I.I with Smart Posting was completed last month, the performance of Smart Posting, a company that has ceased to exist, is expected to be reflected from this year. On the other hand, Binus Entertainment, a subsidiary that I.I acquired last year, is about to release the game in the first half of this year. New business results began to appear from the quarter, such as signing a mobile publishing contract with Naver Line in last month. An IE official has completed the business restructuring carried out last year and will further spur the mobile advertising marketing and game business from this year. He said that he would focus on new businesses this year, securing a new future growth engine and preparing a foothold for a leap forward. Reporter Kwon Seong-hoe .. All the fun and delicious recipes in the world Nak-gyu Yang's creative eyes to see the world Asian economy Unauthorized Reproduction is prohibited"
171,"A.I. announced on one day that the submission of the audit report was delayed because the audit procedure of the external auditor was not completed. According to the Enforcement Decree of the External Audit Act, the external auditor must submit the audit report to the company one week before the regular general meeting. I.I had to submit an audit report by the day before the regular shareholders’ meeting held on the coming day. Reporter Kang Ki-jun Real-time news that shows the money of the copyright holder Money Today Prohibition of unauthorized reprinting and redistribution"
