,0
245,"The following are the main announcements released after the close of the trading day. Dongyang Networks in the KOSPI announced that it is considering various restructuring measures, such as selling its service business, and is negotiating a strategic alliance with Korea first. Tongyang Networks announced that no specific details were confirmed. KEPCO announced that it had signed a contract for a thermal power plant in India worth KRW 100 million. Dongyang announced that it is pursuing the sale of its textile business to improve its financial structure, but details have not been decided yet. A self-managed real estate investment company specializing in Kwanghee Development announced that a lawsuit of more than 100 million won was filed against POSCO A&C Architects. The litigation amount corresponds to . A self-managed real estate investment company specializing in Kwanghee Development announced that it would appoint a litigation agent and take active legal action. Glostech announced that it had decided to issue a rights issue worth about 100 million won to raise operating funds. The Korea Exchange on the KOSDAQ market announced that the trading of the stock may be suspended because Panagene has not been able to resume until now after it stopped production on Monday of last year. The Korea Exchange announced that Tri-Circle meets the criteria for delisting according to the KOSDAQ listing regulations. The exchange announced that it can file an objection within one day of receiving the notice of delisting, and if there is no objection, the delisting will proceed after the application period has expired. Huons stated that the purpose is to strengthen efficient management activities by unifying the decision-making structure. The Korea Exchange requested MYSCO to disclose the reason for the recent sharp drop in stock prices. Co., Ltd. announced that it has decided to make a new investment worth 100 million won to purchase canning equipment. This is compared to equity capital, and the investment starts on the day of the month and ends on the day of the month. Bridgetech announced that it has signed a purchase contract with Uplus to upgrade the Daegu Bank call center system. The contract amount is in billions of won, which is a percentage of recent sales. The contract period is from the month of last year to the day of the month of this year. Hesborne announced that it has decided to voluntarily protect the new shares held by the largest shareholder, Song Man-cheol, and his special relationship, Lee Sang-sook, Song Chang-jun, for one year from the day to the year, month, day. Hesborne stated that transparent and stable management was the goal. Homecast announced that the largest shareholder was changed from Lee Bo-sun to Jang Byung-kwon, former CEO of Hyundai Digital Tech. Former CEO Jang additionally acquires Manchuria from Homecast stock and owns a total of Manchuria. A birthday gift for Galaxy Chairman Lee Kun-hee, who goes to where the public officials who took face stamps went during the Chosun Biz hot news An optional package that landed at half price in Jeongja-dong is a basic specification. A reverse play made by the massage chairs that Japan swept away."
246,"General Public Subscription Oscotech General Public Subscription Mysco Oscotech Delisting Nexcontech T-Broad Dobong Gangbuk Broadcasting T-Broad Hanbit Broadcasting General Public Subscription Mysco famous singer soccer player sex video leaked ripples comedian Kim Ji-sun writes in each room with her husband Shocking confession Nancy Lang's bed selfie public exposure Gold level... Unreasonable number of drama promotions University school is it okay? Month vacation is the month of abortion, Lee Hyo-ri Extraordinary chest exposure, dizzying volume, and habit of attracting success. Prohibition of unauthorized reproduction and redistribution of the Korea Economic Daily. Exercising copyright in accordance with the Digital News Usage Rules of the Korea Online Newspaper Association. do"
247,"The following is the news of major stocks after the close of the daily market. The Korea Exchange KOSDAQ market headquarters announced to AQTech that it would be designated as a non-faithful disclosure corporation due to non-disclosure. The exchange revealed that the penalty point is ., and that an additional penalty of 10,000 won for violation of disclosure will be imposed. As Saif Three Limited sold 10,000 shares of Koren on the stock exchange, it announced that its holding ratio decreased from . to . Announced that the media had been designated as an unfaithful disclosure corporation as a reason for reversal of disclosure. The exchange revealed that the penalty point imposed is a . point, but it will be replaced with a penalty of 10,000 won for violation of the disclosure. The Korea Exchange KOSDAQ Market Headquarters revealed that the suspension of UbiPrecision's stock trading trading was lifted for the reason of the changed listing of potato stocks. The release date will be on the next day. The Korea Exchange KOSDAQ Market Headquarters requests the disclosure of inquiries about the sale of the largest shareholder's stake and management rights to Codez Combine. The deadline for responses is one hour. Three One announced that the price of the warrant for the first time was adjusted from the previous one to KRW due to the drop in market price. As a result, the number of exercisable shares increased from Manchuria to Manchuria. In response to the recent sharp rise in share prices, Mysco changed the largest shareholder according to the already announced share transfer contract and changed the management through an extraordinary general meeting of shareholders. Announcing that there is no material information to be disclosed other than the review. In order to raise operating capital, Seunghwa Industrial announced that it has decided to issue KRW 100 million worth of bonds with warrants for Meritz Securities to raise operating capital. Announcing that it has decided to issue bonds with warrants worth KRW 100 million. The Hidden Champions Pack announced that Hanwha Investment & Securities had purchased Manchuria on the stock exchange. Dongyang announced that it would sell Manchuria of Tongyang Cement shares for KRW 100 million to Tongyang Networks to improve its financial structure. Disclosure. This is equity capital. Corresponding scale. Teams announced that the largest shareholder was changed from Kim Seong-soo to Kim Jun-ho and other specially related persons. This was due to the stock sale of the largest shareholder before the change. Kwangmyeong Electric announced that it had acquired a patent for a charging device for mobile communication devices equipped with solar panels. Pocket Games decided to lend a short-term operating capital of 100 million won to T'way Air. announced that it did. This is equivalent to the size of equity. Jong-seong Yoon Designated as Acutech’s infidelity disclosure corporation Anytime, anywhere in your life View E-Daily Newspaper Smart Economy Broadcast E-Daily Real-time news and financial market in the palm of your hand E-Daily Mobile Service Comprehensive Economic Information Media E-Daily Unauthorized Reproduction and redistribution prohibited"
248,"Change of location within the first trading day It has been found that the largest shareholder of each company has changed this year. It is more than double the level of the previous month in the first trading day. According to the electronic disclosure system of the Financial Supervisory Service in Japan, the number of cases in which the largest shareholder changed or signed a transfer contract for change this year exceeded the number of cases in which the largest shareholder changed last year. The change in the largest shareholder has increased significantly. In particular, only companies such as Tongyang E&P, a financial holding company, had the largest shareholder change in the month of last year, but the number of largest shareholder changes more than doubled until this year. Among the companies surveyed, securities companies such as Coway, Teams, Lotte Samkang, Youngpoong Paper, and Woongjin Chemical were only a few, but the KOSDAQ reached places. SBM Mysco, NeoMtel, etc. As the largest shareholder of Game & Appsspec sold the stock, the major shareholder took over the position and became the largest shareholder. Homecast and Entertech changed their largest shareholder through an exchange purchase, but the purpose of the acquisition was different. JB Amusement Vice Chairman Jang Byung-kwon, who became the largest shareholder of Homecast, held . Homecast stated that its purpose is to participate in management. As JB Amusement is a set-top box company like Homecast, there is a strong view in the industry as a signal of hostile mergers and acquisitions. On the other hand, individual investor Yoon-gu Kang, who bought the shares of Enter Technology with his wife, said it was for simple investment. Reporter Hyun-hee Yoo Financial News | Family Site | Official Account Today's Hot News Anti-loneliness Ramen Bowl Ideas Snow Is it possible to pay zero deductibles even if you get cancer? The government prepares countermeasures against currency depreciation after months of coming out of iPhone Eye Tiger Woods earned billions of won in last year alone Financial News. Unauthorized redistribution prohibited"
249,"Humantech Korea announced on the day that the Seoul Central District Court decided to start the rehabilitation procedure. The assembly of interested parties will be held in the afternoon of the afternoon of the month at the courthouse in the annex of the City Seoul Court Complex. The purpose of borrowing is additional production facility expansion and operating funds. Hanwha Investment & Securities reported to the Financial Supervisory Service of Japan that it only holds shares of Hidden Champions Pack through exchange-traded purchases. The company replied that there was no important information to be disclosed other than the conclusion of the stock transfer contract accompanying the change and the convening of the general meeting of shareholders. The deadline for reply is until noon on Sunday. Wemade Entertainment announced on the day that the location of its headquarters had been changed to Daewangpangyo-ro Beon-gil, Bundang-gu, Seongnam-si, Gyeonggi-do. compared to equity capital. is the size After acquisition, the share ownership ratio is .C. The Korea Exchange KOSDAQ Market Headquarters announced on the same day that UB Precision's stock trading will be lifted the next day following the IPO of the potato stock exchange. Ace Bed announced on the day that it had signed a liquidity supply contract with Daewoo Securities. did. The liquidity supply period is from this month to the next month. The quote spread ratio is more than twice the volume of the asking price. Teams announced on the day that the largest shareholder was changed from Mr. Kim Seong-soo to someone other than Mr. Jun-ho Kim. The reason for the change is the stock sale of Mr. Kim Seong-soo. Sechky Lee Jae-jin's brother-in-law Yang Hyun-suk opens a snack bar in the building Jae-yong Lee's old business bag and Indian bus rape lawyer's behavior astonishing Samsung's bending display world admiring Ssangyong Motor union People who have never sold a single unit Psy Chodang Billion Advertisement company DI, a foreign casino in Yeongjongdo Real-time news that shows the copyright owner's money by Kim Geon-woo, who enters the dog Money Today, unauthorized reprinting and redistribution prohibited"
250,"DSK announced that it had signed a contract to supply manufacturing equipment worth 100 million won with a Chinese company. The contract amount is .SK's recent sales. The contract period is until the next day. Homecast announced that the largest shareholder was changed from Lee Bo-sun to Jang Byung-kwon through an internal purchase for the purpose of business participation. Jang's stake is .c. Hankook Technology announced that it had terminated the solar cell manufacturing equipment supply contract signed with Tess. The amount of cancellation is in billions of won, which is equivalent to the recent sales. Dongyang reviewed internally through an inquiry public response to the report on the sale of the textile business division, and said that the sale is currently being pursued. Tess announced that it had agreed to return the 10,000 euro amount of advance payment received under the 100 million won solar cell manufacturing equipment supply contract signed with Spain. The company explained that the contract counterparty requested the return of the advance payment from the joint contractor due to deterioration in management and financial situation, and explained that the temporary suspension of the contract would inevitably occur until the contract execution is resumed with the return of the advance payment. Korea Exchange KOSDAQ Market The headquarters demanded disclosure of inquiry related to the recent significant stock price surge of Mysco. The deadline for responses is until noon on the 1st. E-Korea Self-Managed Real Estate Investment Company announced that it has decided to conduct a disciplinary capital increase of KRW 100 million for 10,000 shares of common stock to raise funds to acquire securities of other corporations. The company explained that the capital increase will be used to acquire equity in the unsold apartment building in Seongwon Sangteville, Samsan-dong, Nam-gu, Ulsan. . The Korea ship said that it was detained for not paying 10,000 dollars for fuel, and explained that if the non-payment is not processed, there is a risk of the vessel being auctioned off by a Chinese court order. Heungkuk Fire & Marine Insurance posted an operating profit of 100 million won last year, lower than the previous year. announced a decrease. Sales increased to billions of won, but net income increased to billions of won. Tongyang Networks said that it is reviewing various restructuring plans, including the sale of the service business, through an inquiry public response to the report on the sale of the service business. Huons announced that it had changed from CEO Yoon Seong-tae to Jeon Jae-gap system to strengthen efficient management activities through unifying decision-making structure. declared to have increased. Sales are in billions of dollars. Panajin announced that the Yeongcheon plant, which was suspended in production last month, was unable to resume production. The company explained that a wage agreement has not been signed so far and that if the production stoppage continues for more than a month, it may be subject to a substantive review of delisting. It was announced that the ban had been confirmed. As a result, it is no longer possible to issue 10,000 shares of registered common stock with par value of KRW that is currently being prepared for issuance. The Korea Exchange KOSDAQ Market Headquarters said that Tri-Circle meets the criteria for delisting as a result of comprehensive consideration of corporate continuity and management transparency. said. In addition, the period of suspension of stock trading was changed to the expiration date of the objection period for delisting or the date of decision on whether to delist the objection. I was surprised, so I called, and the judge told me how to divorce another woman Billion dollars in a country house auction The secret to winning a billion won in a year is the lawmakers smoking at the National Assembly I hoped it was a year after I moved in, but give me 10 million won more of the house price What is a bunker that Hyundai Motor employees can’t even enter? Reporter Choi Kyung-min, copyright holder Real-time news that shows money Money Today Prohibition of unauthorized reproduction and redistribution"
251,"The following is the news of major stocks after the close of the daily market. The Korea Exchange KOSDAQ market headquarters announced to AQTech that it would be designated as a non-faithful disclosure corporation due to non-disclosure. The exchange revealed that the penalty point is ., and that an additional penalty of 10,000 won for violation of disclosure will be imposed. As Saif Three Limited sold 10,000 shares of Koren on the stock exchange, it announced that its holding ratio decreased from . to . Announced that the media had been designated as an unfaithful disclosure corporation as a reason for reversal of disclosure. The exchange revealed that the penalty point imposed is a . point, but it will be replaced with a penalty of 10,000 won for violation of the disclosure. The Korea Exchange KOSDAQ Market Headquarters revealed that the suspension of UbiPrecision's stock trading trading was lifted for the reason of the changed listing of potato stocks. The release date will be on the next day. The Korea Exchange KOSDAQ Market Headquarters requests the disclosure of inquiries about the sale of the largest shareholder's stake and management rights to Codez Combine. The deadline for responses is one hour. Three One announced that the price of the warrant for the first time was adjusted from the previous one to KRW due to the drop in market price. As a result, the number of exercisable shares increased from Manchuria to Manchuria. In response to the recent sharp rise in share prices, Mysco changed the largest shareholder according to the already announced share transfer contract and changed the management through an extraordinary general meeting of shareholders. Announcing that there is no material information to be disclosed other than the review. In order to raise operating capital, Seunghwa Industrial announced that it has decided to issue KRW 100 million worth of bonds with warrants for Meritz Securities to raise operating capital. Announcing that it has decided to issue bonds with warrants worth KRW 100 million. The Hidden Champions Pack announced that Hanwha Investment & Securities had purchased Manchuria on the stock exchange. Dongyang announced that it would sell Manchuria of Tongyang Cement shares for KRW 100 million to Tongyang Networks to improve its financial structure. Disclosure. This is equity capital. Corresponding scale. Teams announced that the largest shareholder was changed from Kim Seong-soo to Kim Jun-ho and other specially related persons. This was due to the stock sale of the largest shareholder before the change. Kwangmyeong Electric announced that it had acquired a patent for a charging device for mobile communication devices equipped with solar panels. Pocket Games decided to lend a short-term operating capital of 100 million won to T'way Air. announced that it did. This is equivalent to . Service Comprehensive Economic Information Media E-Daily Unauthorized reproduction and redistribution prohibited"
252,"The National Pension Service, the largest shareholder of Seoul Newsys Cheil Industries, purchased 10,000 shares of common stock and held a total of 10,000 shares. Acquired patent rights for Charm Engineering's plasma processing device and method. The par value per share is KRW, and the expected listing date of the new shares is the following month. Ewon Comfortech acquired the shares of Sacheon Yiwon Railway Account Co., Ltd. for 100 million won in order to increase sales and improve profitability through entry into the Chinese market. After the acquisition, the shareholding ratio is .For the purpose of participating in Homecast management, the largest shareholder is changed from CEO Lee Bo-sun to Vice Chairman Jang Byung-kwon. The contract with Hankook Technology Test to supply solar cell manufacturing equipment worth KRW 100 million is terminated. This is compared to sales.. To the report of the sale of the Dongyang Textile Business Division, the company is considering the sale internally to improve its financial structure, but the details including the counterparty have not been decided. Inquiry disclosure request. The deadline for the reply is the afternoon of the coming day, and it is decided to raise 10,000 shares of common stock through a general public offering to raise operating capital worth KRW 100 million. The par value per share is KRW, and the issuance price of new shares is KRW. The expected listing date of the new stock is the following month. decrease. During the same period, sales were in the billions of dollars. However, operating profit increased to KRW trillion . decrease. Arrested for distributing blackmailed photos of elementary school students Brazil prostitutes in preparation for the World Cup Changed their cell phone numbers 10,000 times to get a gift from their foreign spouses in preparation for the World Cup Depression Great women’s erotic underwear Popular Won Bin Soo-young’s dating rumors Can you believe this time? media news agency. Unauthorized redistribution prohibited."
253,"Mysco announced on the day that it would enter a new business to diversify its business and secure profitability. The estimated investment amount is 100 million won. The company explained that it is a business that can be applied to various fields such as security, industry, mobile app, education and communication, as a technology that recognizes and recognizes emotions through a video analysis solution or using a camera such as a mobile phone or mobile device. Reporter Kang-wook Cho A window to the world An economy-viewing Asian economy Unauthorized reproduction and distribution of the Han Seong-joo video incident was somewhat strange, but shocking Haha-byeol Controversy grew but shocking half a week before marriage A man who suddenly retired from the entertainment industry and got married IU Eun-hyuk's photo explanation Strange, and eventually Lee Yong-dae's girlfriend is mediocre I thought it was a shock"
254,"Seoul Newsis Display's quarterly sales and operating profit were KRW trillion trillion won, respectively, compared to the previous year. increased turnaround. During the same period, the net profit turned to the black in 100 million won. Although the operating profit decreased to KRW billion . increase. During the same period, net income was KRW 100 million. Increase. Kumho Petrochemical answered that nothing has been confirmed so far regarding the sale of shares in Asiana Airlines. Notice that the holdings of the largest shareholder and related persons who have been protected due to AJ Rent a Car's new listing on the stock market will be released on the coming day. Kukje Electric Korea's sales and operating profit in the last quarter of last year were KRW billion and KRW billion, respectively, compared to the previous year. . decrease. During the same period, net income was Rs. Decrease. Inktech Last year, sales were in billions of won, and operating profits were in billions of won, compared to the previous year. . increase. During the same period, net income was Rs. Increase. Hyundai Motor Company's sales for the quarter last year were trillion won, compared to the previous year. However, operating profit increased to KRW trillion won. decrease. During the same period, net income was KRW trillion. Decrease. Due to cancellation of entry into new business of Mysco natural user interface business, Korea Exchange notices designation as unfaithful disclosure corporation due to overturn of disclosure notice. Nongshim's sales last year were trillion won, compared to the previous year. Although the operating profit decreased to KRW billion . increase. During the same period, net income was Rs. decrease. In addition, propofol false report of sexual assault, including celebrity Rose In-ae, A big flower snake aimed only at police officers Appointed as the first prime minister of the new government Kim Yong-joon as the transition chairperson Comfort women prostitutes Severe organizational distortion Disguised transaction with Iranian trillion-dollar Korean-American businessman arrested and indicted The world we see in the palm of your hand Doori copyright holders, Sympathy Media, Newsis News Agency. Unauthorized redistribution prohibited."
255,"Stock Market Pan Ocean Singapore Stock Exchange A general meeting of shareholders to approve changes to the listing structure will be held on the coming month Won cash dividend decision Samsung common stock won cash dividend decision Commercial common stock won cash dividend decision Decided to acquire 10,000 shares of Asia Advanced Materials, a Malaysian affiliate, to raise construction funds for new investment in Asia Cement Determination of debt guarantee of KRW 10,000 Won Debt Guarantee for Korea Development KRW 100 million in Naegok Bogeumjari Housing Complex Apartment construction contract Daeyu Advanced Materials selected as a supplier of aluminum wheels for a new model following Hyundai Motor Sonata in North America and KRW 100 million worth of air-cooled heat exchanger supply contract Investment in mass production line for LG display under review but confirmed None. Ilkosdaq Market Interpark's sub-subsidiary of movie sound production company Livetone was incorporated as a subsidiary Merged with Nomed Technology to strengthen the From Theater business competitiveness. Decided to disband Star Chemicals due to long-term economic recession and poor performance in the textile industry Decided to issue KRW 100 million worth of bonds with warrants to acquire corporate securities and raise operating funds Common stock Won per share Cash and in-kind dividend decision Day Park Jin-young's song to IU suddenly exploded in Korea's invitation again in the Middle East Shocked The Jeonnam branch suffered an unprecedented event The house price in Seoul fell terribly, and TVXQ finally earned a whopping amount of money in Japan."
256,"Samwoo EMC, a KOSDAQ-listed company, announced on the same day that it had received a comprehensive prohibition order on property preservation disposition upon filing an application for commencement of rehabilitation procedures with the court. The auction procedure for the execution of the security right or the provisional seizure of compulsory execution based on the rehabilitation claim or the rehabilitation security right is prohibited. Reimbursement or provision of security Transfer of ownership of all properties subject to registration or registration, such as real estate, automobile medium-term patent right, etc. Recruitment of executives and employees, except for labor production workers, is prohibited. Reporter Lee Ji-eun, a window to the world, an eye to the economy Asian economy Unauthorized reproduction and distribution Ban Kim Byeong-man's voting scene Controversy grew Incredible reversal of the incident Yoon Eun-hye's voting certification shot problem grew, but eventually Kim Hee-sun, who had been talking a lot, revealed the truth, but Yoo Jae-suk Haha's wedding congratulatory money"
257,"Samwoo EMC is on the decline for the first time on the trading day after news of the return of former Chairman Gyu Soo Gyu, who had resigned due to embezzlement and embezzlement. As of the afternoon of the day, Samwoo EMC is trading at a price that has plummeted to the price limit. An extraordinary general meeting of shareholders was convened to appoint him as a member of the company. Chairman Jeong resigned last year on charges of embezzlement and breach of trust worth KRW 100 million per month. If sold, the price will be absurd. Reduce tax exemptions and exemptions for high-income earners with an annual salary of more than 100 million. Korea Broadcasting Committee imposes legal sanctions on broadcasts that criticize Gangbuk. Copyright owner Financial News. Unauthorized redistribution prohibited"
258,"Samwoo EMC is showing strength on the news that it has won a contract for supplying panels worth billions of dollars. Samwoo EMC, a professional producer of clean room panels and curtain walls, announced that it would supply high-tech clean room panels to the AMOLED production plant located in Asan, Chungcheongnam-do. The products supplied this time are clean room panels and steel comb panels, which have been recognized for their excellent quality and have been applied to most clean rooms in Korea since launch. It has supplied cleanroom panels to Hynix and others. Middle school student who smoked a cigarette Teacher kicked her stomach Shocked Depression stabbed her husband in turn and kissed Lee Yong-dae with his girlfriend in a swimming pool Gold Kissing photo topic Singer Kim Hye-yeon also experienced the secret to losing weight while sleeping Star mother-in-law Jung dress fashion can be inherited Shortcut The eyes of the world Global Media Segye Daily ."
259,"Samwoo EMC announced on the day that it would hold an extraordinary general meeting of shareholders for the appointment of directors at the Samwoo EMC factory auditorium in Ilsandong-gu, Goyang-si, Gyeonggi-do, on the morning of the next month. How much money older, the victim of a sexual scandal is shocked by her husband Yoo Seung-jun It has been a long time since he was banned from entering the country, and in the end, Park Hyo-shin shockingly exposes hundreds of millions of dollars for lack of money."
260,"CEO Sohn Young-joo resigns as professional manager.. Jung Ji-chan, sole representative, and Gyu-soo Gyu-soo, who is the sole representative of the company, is approaching the succession of the third person.. Interested in the event Samwoo EMC, which supplies interior and exterior materials for buildings such as panels and curtain walls for clean rooms, has entered into a full-fledged professional management system. The background is attracting attention as the largest shareholder, Chairman Gyu-soo Kyu, is about to take over the three management rights. Former CEO Sohn is a professional manager of the generation who rose to the position of sole representative last month after being appointed as CEOs together with Chairman Kyu-soo Kyu, who was the actual owner of the company last year. Chairman Gyu-soo Kyu was accused of violating accounting standards last year and resigned from his position as CEO. CEO Jeong Ji-chan, who was appointed as sole representative this time, is a professional manager appointed as a new director at the general shareholders' meeting last month. After being appointed as an inside director, CEO Jung was promoted to the company's sole representative after passing through each representative in just over a month. On the other hand, former CEO Son's term of office lasts until 6 months. In addition, the CEO Sohn system is gradually stabilizing, such as the company that was in a loss after taking office turned to a profit. The company is strengthening its influence over the company by acquiring about half of the debentures. When the eldest son Han Seul and the second son Han Kyul, who have less than the current share, exercise Manchuria, which they each acquired last year, the stakes of the Han Seul Han-gyeol brothers soar to . and . As CEO, Han-Hyeol is currently serving as the managing director of Samwoo EMC. A company official said that Son Young-joo stepped down from the CEO position for personal reasons such as health, and said that there was no special relationship between the CEO change and the management structure."
261,"Samwoo EMC held a board meeting on the same day and announced that former business division head Jeong Ji-chan had been appointed as CEO along with current CEO Son Young-joo. CEO Jung Ji-chan, who was appointed as each representative this time, is known as a sales expert who has been in charge of domestic and overseas cleanroom sales since last year. have. It is said that Shin-im Jung, who joined Samwoo EMC through an open recruitment process, has shown outstanding ability in domestic and overseas cleanroom sales for the next several years. CEO Jeong Ji-chan is continuously strengthening the internal stability of Samwoo EMC, such as strengthening production efficiency and improving the financial structure, as well as strengthening the sales of new products. Samwoo EMC announced its ambition to establish itself as the best eco-friendly high-tech construction company in Korea by focusing on improving profitability through new business partners. Reporter Choi Seong-nam of Hankyung.com . KARA’s sensational controversy It’s embarrassing because it looks like she’s wearing a swimsuit, so I’m surprised by the idol star who hit the jackpot with two jobs. Ki Seong-yong The reason for calling the private letter after winning the British war was because top model Jang Yoon-joo wore her shirt upside down, and Kang Ye-bin, the habit of making a buzzing lingerie fashion success, was reprinted from Hankyung.com without permission. Copyright is exercised in accordance with the Digital News Usage Rules of the Korea Online Newspaper Association, which is prohibited from redistribution."
262,"Samwoo EMC announced on the morning of the next month that it would hold an extraordinary general meeting of shareholders. Reporter Lee Hyun-joo A window to see the world An economy to see the Asian economy Unauthorized reproduction of the Asian economy is prohibited. Jeon Ji-hyun found out that her in-laws made up with Psy, Kim Jang-hoon shocked her two days later, and Jo Hye-ryun left after a divorce. What happened in China?"
263,"Samwoo EMC, the largest producer of panels and curtain walls for clean rooms in Korea, announced on the day that it has won an order for the interior construction project for the high-rise building of the National Federation of Businesses Association, which is being built in Yeouido, Seoul. It is the largest single scale. This is the largest scale of the new FKI building with a total floor area of ​​all basement floors, and is considered the largest among newly constructed buildings. An official from Samwoo EMC explained that it has grown. Samwoo EMC CEO Son Young-joo said that winning the interior construction order for the new construction of a hall representing the business world is evidence of Samwoo EMC's technological prowess. He emphasized that he expects to make a solid turnaround this year as the results are continuing. Meanwhile, Samwoo EMC is carrying out interior construction projects including the Samsung Digital City Research Complex, the largest research complex in Korea, as well as the Yonsei Medical Center Cancer Center, Kolon Life Sciences, and Chungju Plant. It has been taking the lead in the interior building construction sector by winning orders. Galaxy Note Surge Galaxy Note . Release Ahn Cheol-soo, Moon Jae-in, single opposition candidate, approval rate is a European gambler Korea Brazil The first half is a strong hero Lee Beom-young The secret to saving a penalty shootout is a ventilated seat Solar panel... Auto War in the Heat Herald Vivid News Herald Economy . Unauthorized reproduction and redistribution prohibited"
264,"Samwoo EMC signed a contract with Hyundai Amco last year for a new curtain wall construction in Sangbong-dong. Reporter Cheol-hyun Kim, a window to the world, an eye to the economy, a ban on distribution of reprints of the Asian economy without permission Yang Hak-seon said that he would give him an apartment after winning the gold medal, but even her husband Han Seong-joo was shocked. I found out the secret.. Ryu Si-won said he would protect his family and was shocked in this way."
265,"Samwoo EMC, a KOSDAQ-listed company, responded to the Korea Exchange's inquiry and disclosure request, saying that it is currently in the process of a single sales supply contract and that the order is being delayed for a considerable period of time. Reporter Lee Ji-eun A window to the world, an eye to the economy, a ban on the distribution of unauthorized reprints of the Asian economy As the shocking video came out and the job grew, Kim Moo-yeol, the president of a shanty town, Lee Kyung-ak, who lived in a shantytown, shocked revelations one day to a female college student part-timer at a convenience store. Women wear short skirts and this is what really happened"
266,"Samwoo EMC announced that the completion rate of the Uiwang Daewoo employee housing reconstruction and maintenance project was showing . The total contract amount is in the billions of dollars. Min-seo Jo, Bagel Girl, Crown Cup Breasts Eyes, Kim Young-sam, Bomb Remarks, Park Jung-hee, the reason why she died passed me by, sullen and devastated Racing model Park Si-hyeon High-elasticity sexy line racing model Jung Eun-joo Star pictorial Best exposure ever"
267,"Disposition of Korea Electronic Certification Ordinary Shares. Decision to cancel issuance of bonds with warrants for Sky New Farm domestic public offering. Signed contract with Samwoo EMC Kolon Life Sciences for internal panel construction during the construction of a new plant worth KRW 100 million in Chungju. Converted to equity in dividend income worth 100 million won. Acquired patent rights for K-roll high-chrome steel rolling roll and manufacturing method. Signed a contract with Nature and Environment Taehwa Construction Industry for a public sewage treatment facility worth 100 million won. Acquisition of patent on shape carbon nano structure manufacturing method. Lowering the exercise price of Hunus’ new stock to KRW. To stabilize MK Electronics’ stock, extending the trust contract for acquiring treasury stock by KRW 100 million. adjustment. Top model of Korean descent, Jera Mariano, sexy bikini look, Sonata Hybrid, super price Bonnie, God, Yuna Kim Announces her whereabouts, runs to Sochi Yuna Kim, Sochi Competitor is soaked, Rosie Huntington overwhelms the world"
268,"There is a controversy over the fact that the largest shareholder of the architectural design company Humantech Korea and the parent company Samwoo EMC disposed of their stake before the announcement of bad news. It announced that it recorded an operating loss of KRW 100 million and a loss of KRW 100 million. Humantech Korea explained that the loss was due to a decrease in sales due to the sluggish construction industry, bad debt handling on trade receivables and investment assets. The stock price, which was the previous day's won, closed at the first won of this month. The largest shareholder of Humantech Korea is cleanroom manufacturer Samwoo EMC. As of the end of last year, Samwoo EMC owns a stake in Humantech Korea. If we add up the stakes held by Samwoo EMC Chairman Gyu Soo Gyu-soo and Chairman Jeong’s son Han Seul-Jeong Han-Gyeol, the largest shareholder, including Samwoo EMC, holds . Of the 10,000 shares of Humantech Korea owned by Seul, he sold 10,000 shares at KRW per share. The time when Mr. Hanseul Han sold Humantech Korea stock was when the stock price almost reached a peak since mid-May. Internet stock investment clubs, etc. took issue with the fact that Humantech Korea announced a large-scale contract signing one after another before selling the stock. have. Before the sale of the stake, it is possible that the announcement was made for good news. Until the month before Jung sold the stock, Humantech Korea announced a contract worth 100 million won, including a 100 million won facility supply contract with Hyundai Hysco. Thanks to this, the share price of Humantech Korea, which had stayed in the early stages of the Wondae University, soared. One shareholder pointed out on the bulletin board of a stock club that it is highly likely that the large-scale bad debt handling of humantech Korea's losses, such as large-scale bad debt handling, was decided before Jung sold the stock. Humantech Korea announced that it generated a small amount of operating profit and net profit through the settlement of accounts for the quarter of last year, and that it has recently announced that it has received orders in a row. They criticized it as morally unacceptable. In response, a Humantech Korea official said that there were internal circumstances in the company that Director Jeong sold the stock, and the specific reason cannot be revealed at this time. A similar thing happened at Samwoo EMC. On the day of last month, Samwoo EMC announced that it recorded an operating profit of KRW 100 million last year and a loss of KRW 100 million. However, it was corrected and publicly announced that it recorded an operating loss of 100 million won and a loss of 100 million won. Samwoo EMC Vice President Han Seul Han-seul sold 10,000 stocks of warrants issued on the market before the announcement. Chairman Gyu-soo Kyu also sold over 10,000 shares of the 10,000 shares he held on a monthly basis. Financial authorities also consider the trading behavior of the father and son of Chairman Gyu-su Gyu-su to be unusual. An official from the Financial Supervisory Service said that, every month, the company internally collects accounting data, provides an estimate of earnings, and starts auditing from the middle of the month. Listed company business performance Samwoo EMC|Humantech Korea The owner of a briquette shop who bought a house for the employee’s name Won the Seoul City Hall restaurant Citizens can’t eat Why three powerful prosecutors suddenly died at their fiancee’s house Why is the Galaxy Note 10,000 won from the month of January? Real-time news with money of journalists and copyright holders Money Today Prohibited from unauthorized reproduction and redistribution"
